ID	Type	RA	Decl	I	V	V_I	P	A_1	A_2
OGLE-LMC-ECL-30728	ELL	05:13:37.80	-69:28:54.6	17.105	17.078	-0.027	1.73960910	0.051	0.018
OGLE-LMC-ECL-30750	ELL	05:13:44.31	-71:39:29.7	16.377	17.663	1.286	186.58400100	0.042	0.028
OGLE-LMC-ECL-30762	C	05:13:50.66	-68:20:23.7	18.435	18.443	0.008	0.50236010	0.382	0.380
OGLE-LMC-ECL-30767	ELL	05:13:53.60	-71:38:58.8	16.352	16.343	-0.009	4.80343120	0.093	0.030
OGLE-LMC-ECL-30770	ELL	05:13:55.65	-71:11:11.8	14.580	14.452	-0.128	3.69062810	0.094	0.047
OGLE-LMC-ECL-30775	C	05:13:59.55	-65:24:18.2	17.807	18.264	0.457	0.81722720	0.085	0.080
OGLE-LMC-ECL-30777	ELL	05:14:00.03	-69:32:22.0	16.184	16.017	-0.167	1.45488520	0.023	0.015
OGLE-LMC-ECL-30792	C	05:14:07.68	-65:00:50.7	18.405	18.643	0.238	1.79640870	0.197	0.189
OGLE-LMC-ECL-30798	ELL	05:14:10.97	-66:43:34.6	16.285	16.260	-0.025	5.85287550	0.099	0.064
OGLE-LMC-ECL-30831	C	05:14:29.93	-70:33:52.1	14.557	15.415	0.858	0.27623760	0.169	0.161
OGLE-LMC-ECL-30842	ELL	05:14:34.42	-65:19:49.6	17.710	17.796	0.086	2.29521140	0.071	0.019
OGLE-LMC-ECL-30862	ELL	05:14:42.79	-68:33:24.2	15.881	15.819	-0.062	2.32634260	0.044	0.022
OGLE-LMC-ECL-30890	C	05:14:52.63	-72:32:14.6	18.500	18.603	0.103	1.36628450	0.145	0.141
OGLE-LMC-ECL-30900	ELL	05:14:56.21	-72:25:46.0	18.236	19.353	1.117	55.99330310	0.119	0.021
OGLE-LMC-ECL-30931	ELL	05:15:06.70	-70:05:45.5	17.184	17.181	-0.003	0.90038850	0.069	0.047
OGLE-LMC-ECL-30933	ELL	05:15:07.98	-70:11:27.9	15.646	17.122	1.476	160.24684840	0.148	0.121
OGLE-LMC-ECL-30934	ELL	05:15:08.41	-70:54:11.8	18.080	19.137	1.057	11.31820580	0.082	0.029
OGLE-LMC-ECL-30939	ELL	05:15:09.97	-64:50:59.8	18.135	19.023	0.888	18.98071880	0.204	0.150
OGLE-LMC-ECL-30941	C	05:15:10.23	-69:16:13.4	19.353	19.363	0.010	0.75392250	0.224	0.198
OGLE-LMC-ECL-30944	ELL	05:15:11.50	-65:31:14.9	16.909	16.860	-0.049	2.50394350	0.045	0.030
OGLE-LMC-ECL-30962	ELL	05:15:19.02	-72:26:56.3	16.392	18.993	2.601	0.89794640	0.095	0.093
OGLE-LMC-ECL-30994	ELL	05:15:33.67	-70:49:55.1	17.906	18.965	1.059	15.66080240	0.104	0.060
OGLE-LMC-ECL-31015	ELL	05:15:42.67	-69:43:12.9	17.329	18.546	1.217	168.70463940	0.130	0.119
OGLE-LMC-ECL-31019	C	05:15:44.75	-69:01:41.0	18.807	18.916	0.109	0.73738400	0.183	0.167
OGLE-LMC-ECL-31020	ELL	05:15:44.77	-65:17:10.9	17.210	17.267	0.057	3.51057300	0.103	0.032
OGLE-LMC-ECL-31026	ELL	05:15:48.34	-67:03:51.2	17.240	17.196	-0.044	1.05554880	0.060	0.029
OGLE-LMC-ECL-31028	C	05:15:49.07	-69:48:54.4	19.361	19.631	0.270	0.81289230	0.308	0.307
OGLE-LMC-ECL-31036	ELL	05:15:52.05	-68:14:27.7	16.954	18.226	1.272	77.35600390	0.175	0.145
OGLE-LMC-ECL-31041	ELL	05:15:53.11	-65:49:37.8	17.681	17.686	0.005	1.24858830	0.122	0.091
OGLE-LMC-ECL-31046	C	05:15:57.83	-70:52:28.3	18.075	18.837	0.762	32.33440680	0.187	0.185
OGLE-LMC-ECL-31057	ELL	05:16:02.91	-69:05:51.9	17.113	17.976	0.863	41.79380440	0.273	0.194
OGLE-LMC-ECL-31063	ELL	05:16:05.47	-70:09:01.9	18.619	18.753	0.134	0.94481210	0.193	0.125
OGLE-LMC-ECL-31070	ELL	05:16:07.52	-66:28:25.4	16.551	16.595	0.044	4.85024790	0.152	0.114
OGLE-LMC-ECL-31071	C	05:16:07.58	-66:19:09.7	17.956	17.892	-0.064	4.00922420	0.113	0.109
OGLE-LMC-ECL-31078	ELL	05:16:09.71	-69:21:18.6	16.544	16.546	0.002	1.64923900	0.073	0.033
OGLE-LMC-ECL-31087	ELL	05:16:11.29	-69:25:25.5	15.482	15.513	0.031	11.47127660	0.094	0.030
OGLE-LMC-ECL-31089	ELL	05:16:11.67	-70:03:14.5	15.224	16.978	1.754	192.73020350	0.140	0.099
OGLE-LMC-ECL-31106	ELL	05:16:17.15	-67:19:06.7	18.215	18.535	0.320	0.71158620	0.112	0.072
OGLE-LMC-ECL-31113	C	05:16:19.68	-67:35:20.1	19.103	19.402	0.299	1.47641990	0.258	0.237
OGLE-LMC-ECL-31116	ELL	05:16:20.35	-69:07:55.3	15.126	16.777	1.651	238.99805370	0.153	0.124
OGLE-LMC-ECL-31123	ELL	05:16:22.18	-64:29:11.5	18.116	19.185	1.069	20.02660320	0.250	0.249
OGLE-LMC-ECL-31143	ELL	05:16:31.48	-69:51:46.6	16.989	18.176	1.187	30.83860910	0.157	0.131
OGLE-LMC-ECL-31148	C	05:16:33.18	-70:54:43.2	19.367	20.013	0.646	0.87020860	0.248	0.205
OGLE-LMC-ECL-31153	C	05:16:34.12	-66:22:14.6	17.840	18.747	0.907	0.24159190	0.488	0.474
OGLE-LMC-ECL-31164	C	05:16:37.13	-69:39:33.4	17.626	17.519	-0.107	0.91500740	0.099	0.084
OGLE-LMC-ECL-31190	ELL	05:16:45.82	-69:13:29.9	18.373	18.439	0.066	1.23558200	0.161	0.108
OGLE-LMC-ECL-31195	ELL	05:16:47.09	-70:19:45.0	16.910	17.753	0.843	45.09160970	0.153	0.094
OGLE-LMC-ECL-31233	ELL	05:16:55.48	-69:01:34.4	19.330	19.787	0.457	0.51795400	0.286	0.235
OGLE-LMC-ECL-31236	ELL	05:16:56.85	-72:28:55.9	16.935	17.314	0.379	0.30131860	0.111	0.108
OGLE-LMC-ECL-31260	ELL	05:17:04.45	-68:28:18.7	17.016	17.062	0.046	5.51041010	0.048	0.012
OGLE-LMC-ECL-31263	C	05:17:05.02	-64:16:34.9	15.040	15.759	0.719	0.26867710	0.101	0.086
OGLE-LMC-ECL-31269	ELL	05:17:06.79	-67:23:56.5	17.765	17.792	0.027	1.36571050	0.107	0.063
OGLE-LMC-ECL-31301	ELL	05:17:17.24	-71:38:00.1	18.606	19.642	1.036	10.65440900	0.149	0.088
OGLE-LMC-ECL-31310	ELL	05:17:19.51	-69:40:41.4	16.702	16.725	0.023	4.36014670	0.089	0.017
OGLE-LMC-ECL-31311	ELL	05:17:19.66	-69:45:50.3	17.756	18.831	1.075	103.33440790	0.164	0.162
OGLE-LMC-ECL-31361	C	05:17:32.69	-72:16:43.6	17.814	17.775	-0.039	0.51556980	0.513	0.502
OGLE-LMC-ECL-31369	ELL	05:17:35.21	-68:18:12.8	17.769	17.723	-0.046	0.85154170	0.098	0.059
OGLE-LMC-ECL-31373	ELL	05:17:36.05	-69:45:04.3	16.689	16.879	0.190	1.10213500	0.034	0.015
OGLE-LMC-ECL-31494	ELL	05:18:20.64	-69:43:45.1	17.499	17.472	-0.027	1.66745870	0.098	0.045
OGLE-LMC-ECL-31501	C	05:18:21.65	-69:40:45.2	16.783	17.632	0.849	10.37070250	0.314	0.311
OGLE-LMC-ECL-31506	ELL	05:18:22.79	-69:33:47.4	16.370	16.345	-0.025	1.56902580	0.070	0.032
OGLE-LMC-ECL-31512	ELL	05:18:24.48	-67:32:34.9	14.908	16.664	1.756	254.60527310	0.153	0.104
OGLE-LMC-ECL-31516	ELL	05:18:25.17	-62:45:12.3	17.438	18.263	0.825	0.27524850	0.146	0.085
OGLE-LMC-ECL-31518	ELL	05:18:25.63	-69:12:12.8	14.387	14.217	-0.170	1.06204620	0.157	0.145
OGLE-LMC-ECL-31542	ELL	05:18:34.14	-69:12:18.9	19.659	19.801	0.142	0.73784450	0.443	0.217
OGLE-LMC-ECL-31547	ELL	05:18:35.72	-71:32:12.3	17.171	17.151	-0.020	1.76726270	0.071	0.027
OGLE-LMC-ECL-31569	ELL	05:18:42.17	-67:34:50.2	15.292	17.019	1.727	202.94600810	0.178	0.139
OGLE-LMC-ECL-31575	ELL	05:18:42.92	-70:08:50.2	17.942	18.017	0.075	0.69158710	0.210	0.125
OGLE-LMC-ECL-31581	ELL	05:18:44.04	-67:59:43.3	16.365	16.254	-0.111	0.39503900	0.092	0.090
OGLE-LMC-ECL-31582	ELL	05:18:45.98	-69:41:38.7	18.786	19.184	0.398	0.69935720	0.263	0.256
OGLE-LMC-ECL-31587	ELL	05:18:47.83	-64:17:23.0	17.283	17.342	0.059	3.90971430	0.122	0.044
OGLE-LMC-ECL-31589	ELL	05:18:48.52	-69:40:22.2	17.649	17.704	0.055	3.30198010	0.057	0.012
OGLE-LMC-ECL-31596	C	05:18:50.46	-69:49:26.5	19.060	20.068	1.008	23.43200940	0.359	0.338
OGLE-LMC-ECL-31597	ELL	05:18:50.84	-66:28:44.2	17.122	17.127	0.005	2.08224030	0.090	0.026
OGLE-LMC-ECL-31601	ELL	05:18:51.29	-69:24:52.1	16.943	18.181	1.238	1.37199410	0.051	0.036
OGLE-LMC-ECL-31607	ELL	05:18:52.60	-69:38:17.8	17.105	17.936	0.831	59.92180200	0.213	0.161
OGLE-LMC-ECL-31612	C	05:18:53.24	-65:58:48.3	17.762	17.763	0.001	1.23576590	0.084	0.074
OGLE-LMC-ECL-31617	ELL	05:18:54.01	-69:42:47.2	18.675	18.704	0.029	2.11254360	0.085	0.046
OGLE-LMC-ECL-31637	ELL	05:18:58.32	-69:43:33.6	18.649	19.629	0.980	12.99950430	0.135	0.108
OGLE-LMC-ECL-31698	ELL	05:19:15.19	-69:32:02.2	15.602	17.246	1.644	177.59271980	0.200	0.171
OGLE-LMC-ECL-31707	ELL	05:19:16.99	-66:48:04.8	15.451	15.341	-0.110	1.75639350	0.044	0.030
OGLE-LMC-ECL-31725	ELL	05:19:23.14	-68:34:44.1	15.177	16.934	1.757	202.94600030	0.151	0.125
OGLE-LMC-ECL-31733	C	05:19:24.50	-71:20:16.3	17.480	18.647	1.167	89.44861000	0.194	0.193
OGLE-LMC-ECL-31768	C	05:19:32.16	-69:46:33.3	15.876	16.633	0.757	0.27871160	0.314	0.310
OGLE-LMC-ECL-31771	ELL	05:19:32.99	-69:33:25.9	18.253	19.259	1.006	5.67049500	0.160	0.047
OGLE-LMC-ECL-31777	ELL	05:19:34.23	-69:33:17.8	17.697	18.502	0.805	24.58400360	0.189	0.150
OGLE-LMC-ECL-31778	C	05:19:34.25	-73:24:07.4	19.467	20.271	0.804	2.18226170	0.327	0.278
OGLE-LMC-ECL-31782	ELL	05:19:35.67	-69:21:59.9	15.179	15.100	-0.079	5.93995830	0.090	0.059
OGLE-LMC-ECL-31798	ELL	05:19:41.29	-68:58:06.0	17.186	17.293	0.107	2.58500910	0.045	0.012
OGLE-LMC-ECL-31816	ELL	05:19:49.35	-69:36:04.2	16.412	16.393	-0.019	3.66055560	0.093	0.044
OGLE-LMC-ECL-31817	ELL	05:19:49.92	-65:02:41.8	16.722	16.836	0.114	16.56770080	0.064	0.013
OGLE-LMC-ECL-31821	ELL	05:19:51.80	-69:32:21.4	18.079	18.556	0.477	1.48400660	0.109	0.052
OGLE-LMC-ECL-31839	C	05:20:00.52	-66:16:20.0	17.847	17.833	-0.014	0.46637120	0.598	0.572
OGLE-LMC-ECL-31842	ELL	05:20:01.59	-69:33:01.6	17.434	17.443	0.009	2.13063790	0.049	0.017
OGLE-LMC-ECL-31843	ELL	05:20:01.70	-69:34:22.2	17.114	17.071	-0.043	1.07259300	0.042	0.018
OGLE-LMC-ECL-31844	ELL	05:20:01.74	-69:31:03.5	19.669	19.819	0.150	0.33246710	0.364	0.090
OGLE-LMC-ECL-31885	ELL	05:20:15.93	-66:24:53.3	17.024	17.020	-0.004	1.83985280	0.145	0.073
OGLE-LMC-ECL-31889	ELL	05:20:16.64	-69:06:27.0	16.541	17.762	1.221	51.47440360	0.233	0.151
OGLE-LMC-ECL-31899	ELL	05:20:18.43	-69:31:07.7	15.802	15.710	-0.092	4.16060450	0.120	0.086
OGLE-LMC-ECL-31902	ELL	05:20:19.89	-68:57:47.9	16.450	17.809	1.359	69.45378550	0.180	0.146
OGLE-LMC-ECL-31917	ELL	05:20:23.00	-67:50:11.8	18.678	18.746	0.068	0.78936250	0.315	0.207
OGLE-LMC-ECL-31921	ELL	05:20:24.60	-69:24:26.1	16.263	17.366	1.103	40.11720200	0.126	0.117
OGLE-LMC-ECL-31926	ELL	05:20:25.51	-69:22:00.4	15.756	15.620	-0.136	1.80393400	0.034	0.012
OGLE-LMC-ECL-31944	ELL	05:20:28.85	-65:19:15.0	17.793	17.823	0.030	1.34344550	0.120	0.055
OGLE-LMC-ECL-31953	ELL	05:20:32.32	-72:00:05.1	16.097	15.991	-0.106	2.01527130	0.109	0.069
OGLE-LMC-ECL-31955	ELL	05:20:32.51	-68:55:25.0	16.230	17.716	1.486	118.66832090	0.193	0.127
OGLE-LMC-ECL-31971	ELL	05:20:36.80	-69:53:02.6	16.586	16.497	-0.089	1.91878170	0.109	0.059
OGLE-LMC-ECL-31994	ELL	05:20:40.83	-69:03:42.8	18.069	18.636	0.567	19.34739950	0.202	0.130
OGLE-LMC-ECL-32033	C	05:20:54.53	-67:51:10.1	17.981	17.993	0.012	0.47433910	0.559	0.554
OGLE-LMC-ECL-32044	C	05:20:55.62	-66:16:43.5	19.546	20.594	1.048	0.82633330	0.679	0.656
OGLE-LMC-ECL-32051	ELL	05:20:57.30	-70:15:34.1	19.321	19.434	0.113	0.69896820	0.449	0.311
OGLE-LMC-ECL-32052	C	05:20:57.39	-71:19:49.0	18.110	19.155	1.045	19.35030860	0.102	0.083
OGLE-LMC-ECL-32056	ELL	05:20:58.18	-65:51:09.0	17.551	17.634	0.083	3.92381920	0.094	0.039
OGLE-LMC-ECL-32085	ELL	05:21:06.82	-67:59:31.0	17.160	17.314	0.154	0.84356400	0.055	0.029
OGLE-LMC-ECL-32098	ELL	05:21:10.20	-69:32:43.4	15.366	16.880	1.514	139.32680740	0.178	0.142
OGLE-LMC-ECL-32110	ELL	05:21:14.01	-68:06:42.8	16.246	17.596	1.350	83.84140550	0.208	0.166
OGLE-LMC-ECL-32119	ELL	05:21:16.14	-69:38:34.7	15.823	16.323	0.500	37.48015780	0.209	0.156
OGLE-LMC-ECL-32122	C	05:21:17.12	-72:14:07.2	17.031	18.144	1.113	0.23251090	0.617	0.604
OGLE-LMC-ECL-32155	ELL	05:21:25.13	-65:27:21.3	16.641	16.616	-0.025	4.09094350	0.088	0.049
OGLE-LMC-ECL-32194	ELL	05:21:35.11	-66:22:14.0	17.378	17.434	0.056	3.09540060	0.129	0.033
OGLE-LMC-ECL-32230	C	05:21:47.12	-66:12:24.0	17.467	17.523	0.056	1.65950320	0.245	0.242
OGLE-LMC-ECL-32253	ELL	05:21:56.33	-70:21:22.3	18.643	18.942	0.299	168.70800640	0.850	0.674
OGLE-LMC-ECL-32254	ELL	05:21:56.43	-69:43:13.3	16.656	17.822	1.166	67.32197810	0.097	0.020
OGLE-LMC-ECL-32258	C	05:21:57.80	-67:14:45.1	18.473	18.481	0.008	0.82600180	0.325	0.317
OGLE-LMC-ECL-32271	ELL	05:22:02.60	-67:55:22.8	16.821	16.874	0.053	2.43696090	0.050	0.019
OGLE-LMC-ECL-32272	ELL	05:22:03.07	-68:36:01.0	15.689	16.031	0.342	25.73720960	0.072	0.024
OGLE-LMC-ECL-32310	ELL	05:22:12.12	-67:57:17.3	15.122	14.941	-0.181	1.85239050	0.014	0.008
OGLE-LMC-ECL-32318	ELL	05:22:15.41	-67:20:12.9	16.015	15.955	-0.060	2.13744420	0.084	0.042
OGLE-LMC-ECL-32325	ELL	05:22:17.84	-71:23:37.7	16.560	17.877	1.317	73.10180260	0.089	0.077
OGLE-LMC-ECL-32330	C	05:22:19.48	-68:53:50.0	16.707	17.613	0.906	14.14906980	0.138	0.135
OGLE-LMC-ECL-32344	C	05:22:23.53	-65:16:50.7	17.565	17.574	0.009	0.75647200	0.194	0.141
OGLE-LMC-ECL-32345	ELL	05:22:24.17	-66:17:37.5	16.540	16.500	-0.040	2.16827340	0.099	0.042
OGLE-LMC-ECL-32354	ELL	05:22:26.22	-70:03:07.2	17.076	17.070	-0.006	1.83731670	0.074	0.028
OGLE-LMC-ECL-32372	ELL	05:22:32.99	-70:10:12.5	16.149	17.503	1.354	99.38136500	0.177	0.119
OGLE-LMC-ECL-32387	ELL	05:22:37.66	-68:18:25.7	16.713	16.746	0.033	3.47213450	0.109	0.043
OGLE-LMC-ECL-32389	ELL	05:22:38.31	-65:40:06.4	17.370	17.324	-0.046	1.51092260	0.118	0.063
OGLE-LMC-ECL-32465	ELL	05:23:02.12	-69:32:58.2	17.613	17.611	-0.002	1.22423700	0.056	0.029
OGLE-LMC-ECL-32476	ELL	05:23:05.44	-69:40:57.9	19.308	19.564	0.256	0.94839110	0.434	0.297
OGLE-LMC-ECL-32477	C	05:23:05.50	-70:34:56.0	17.550	18.663	1.113	14.77626450	0.168	0.167
OGLE-LMC-ECL-32478	C	05:23:05.70	-69:06:42.7	19.547	19.628	0.081	0.47514070	0.309	0.279
OGLE-LMC-ECL-32480	ELL	05:23:06.67	-68:09:40.7	15.002	14.917	-0.085	1.48403250	0.031	0.019
OGLE-LMC-ECL-32512	ELL	05:23:13.00	-66:57:10.9	17.132	17.142	0.010	2.14345780	0.143	0.070
OGLE-LMC-ECL-32514	C	05:23:13.23	-64:14:52.5	18.370	18.685	0.315	2.92071740	0.146	0.111
OGLE-LMC-ECL-32518	ELL	05:23:14.96	-66:41:09.6	17.104	17.094	-0.010	1.10957530	0.103	0.068
OGLE-LMC-ECL-32521	C	05:23:15.54	-66:13:34.3	18.798	18.917	0.119	0.46319550	0.439	0.425
OGLE-LMC-ECL-32524	ELL	05:23:17.38	-70:14:28.3	16.970	16.974	0.004	3.43821620	0.082	0.027
OGLE-LMC-ECL-32558	ELL	05:23:25.81	-67:20:36.3	16.068	16.005	-0.063	2.82126480	0.143	0.088
OGLE-LMC-ECL-32561	ELL	05:23:26.30	-68:42:51.8	16.731	17.932	1.201	53.54140350	0.154	0.127
OGLE-LMC-ECL-32566	ELL	05:23:27.66	-68:13:15.1	16.219	16.186	-0.033	3.57335140	0.101	0.040
OGLE-LMC-ECL-32657	ELL	05:23:49.99	-68:56:36.0	15.354	16.884	1.530	193.14660970	0.164	0.127
OGLE-LMC-ECL-32661	ELL	05:23:51.72	-65:06:02.7	18.347	18.318	-0.029	5.34970520	0.094	0.080
OGLE-LMC-ECL-32667	ELL	05:23:53.45	-71:04:49.3	17.936	19.069	1.133	149.75920260	0.206	0.185
OGLE-LMC-ECL-32729	C	05:24:11.56	-70:44:42.9	17.562	17.528	-0.034	0.50647690	0.730	0.718
OGLE-LMC-ECL-32739	ELL	05:24:15.14	-68:23:52.9	16.526	16.816	0.290	9.96260920	0.100	0.033
OGLE-LMC-ECL-32754	ELL	05:24:17.93	-69:27:53.6	16.035	17.407	1.372	103.33440050	0.156	0.124
OGLE-LMC-ECL-32755	ELL	05:24:18.77	-69:25:34.0	17.831	19.038	1.207	33.41480880	0.175	0.141
OGLE-LMC-ECL-32788	ELL	05:24:25.86	-69:44:52.2	18.271	18.710	0.439	2.04324350	0.217	0.165
OGLE-LMC-ECL-32806	ELL	05:24:33.48	-69:56:28.3	16.916	16.964	0.048	2.72222590	0.098	0.039
OGLE-LMC-ECL-32813	ELL	05:24:34.88	-70:11:08.7	15.627	15.701	0.074	2.90826280	0.096	0.058
OGLE-LMC-ECL-32820	ELL	05:24:36.48	-69:40:11.3	16.534	16.462	-0.072	2.65776320	0.068	0.026
OGLE-LMC-ECL-32821	ELL	05:24:36.98	-69:33:38.1	19.577	20.160	0.583	0.51671470	0.273	0.119
OGLE-LMC-ECL-32828	ELL	05:24:38.28	-68:50:47.2	18.226	19.449	1.223	17.90183930	0.150	0.042
OGLE-LMC-ECL-32846	ELL	05:24:42.62	-68:54:47.8	17.137	18.450	1.313	2.30690290	0.064	0.029
OGLE-LMC-ECL-32848	ELL	05:24:43.09	-70:34:10.7	17.217	17.244	0.027	0.59324350	0.146	0.139
OGLE-LMC-ECL-32862	ELL	05:24:45.46	-69:26:19.9	17.042	17.931	0.889	24.14166600	0.133	0.102
OGLE-LMC-ECL-32872	ELL	05:24:48.10	-69:45:58.2	18.355	18.387	0.032	1.87657350	0.097	0.064
OGLE-LMC-ECL-32893	ELL	05:24:52.19	-61:52:36.2	16.534	17.629	1.095	43.55360740	0.179	0.148
OGLE-LMC-ECL-32898	ELL	05:24:52.97	-69:47:10.1	17.543	17.805	0.262	1.85755100	0.041	0.012
OGLE-LMC-ECL-32900	ELL	05:24:53.38	-66:08:11.8	18.082	18.300	0.218	2.38926250	0.163	0.058
OGLE-LMC-ECL-32922	C	05:24:58.66	-66:36:43.0	18.930	19.101	0.171	0.56675980	0.301	0.261
OGLE-LMC-ECL-32927	ELL	05:24:59.46	-69:44:19.6	19.339	19.527	0.188	0.88202710	0.212	0.104
OGLE-LMC-ECL-32933	ELL	05:25:01.01	-70:21:34.8	16.839	18.070	1.231	56.01722390	0.086	0.027
OGLE-LMC-ECL-32952	ELL	05:25:04.60	-70:05:01.9	17.437	18.451	1.014	25.35769990	0.172	0.116
OGLE-LMC-ECL-32955	ELL	05:25:05.32	-72:29:46.7	18.902	19.033	0.131	0.56550730	0.194	0.097
OGLE-LMC-ECL-32968	ELL	05:25:08.84	-69:42:45.7	15.698	15.630	-0.068	3.53898900	0.083	0.032
OGLE-LMC-ECL-32979	C	05:25:11.29	-69:59:30.6	19.046	19.546	0.500	0.83930200	0.304	0.296
OGLE-LMC-ECL-32991	ELL	05:25:13.70	-70:11:55.0	18.192	18.173	-0.019	1.06799780	0.088	0.060
OGLE-LMC-ECL-32995	C	05:25:14.31	-66:14:10.5	17.430	17.761	0.331	0.69486030	0.301	0.296
OGLE-LMC-ECL-32999	ELL	05:25:15.33	-68:37:57.5	16.510	16.715	0.205	18.92000720	0.036	0.011
OGLE-LMC-ECL-33000	ELL	05:25:15.64	-69:02:19.4	15.817	15.623	-0.194	0.93221960	0.045	0.024
OGLE-LMC-ECL-33016	ELL	05:25:18.93	-69:55:15.9	17.387	17.335	-0.052	2.00394720	0.094	0.028
OGLE-LMC-ECL-33033	C	05:25:22.63	-72:35:20.5	19.477	19.811	0.334	1.16223610	0.417	0.412
OGLE-LMC-ECL-33038	ELL	05:25:23.64	-71:34:29.8	15.756	16.544	0.788	0.30653050	0.093	0.063
OGLE-LMC-ECL-33058	C	05:25:27.93	-69:24:37.9	18.484	18.861	0.377	0.61448440	0.071	0.070
OGLE-LMC-ECL-33063	ELL	05:25:29.63	-67:56:43.7	15.982	16.971	0.989	0.30120100	0.190	0.176
OGLE-LMC-ECL-33068	ELL	05:25:31.21	-72:02:36.4	16.725	16.734	0.009	3.18296510	0.040	0.039
OGLE-LMC-ECL-33069	ELL	05:25:31.75	-69:20:13.3	19.498	19.743	0.245	0.58846590	0.230	0.183
OGLE-LMC-ECL-33070	ELL	05:25:31.99	-71:51:11.6	17.733	17.719	-0.014	0.85847900	0.074	0.038
OGLE-LMC-ECL-33106	ELL	05:25:38.72	-66:27:05.8	17.243	17.462	0.219	4.31562470	0.074	0.032
OGLE-LMC-ECL-33132	C	05:25:44.45	-65:50:41.1	18.729	18.801	0.072	1.06752500	0.124	0.116
OGLE-LMC-ECL-33133	C	05:25:44.56	-66:23:44.8	18.158	18.207	0.049	0.46359500	0.521	0.517
OGLE-LMC-ECL-33134	ELL	05:25:45.24	-71:24:41.1	16.598	17.795	1.197	47.22080730	0.118	0.107
OGLE-LMC-ECL-33142	ELL	05:25:48.53	-72:49:05.0	17.321	17.364	0.043	1.99007300	0.089	0.025
OGLE-LMC-ECL-33151	ELL	05:25:50.26	-66:17:47.0	17.474	17.449	-0.025	1.08775900	0.074	0.035
OGLE-LMC-ECL-33159	ELL	05:25:53.30	-67:01:57.6	17.250	17.176	-0.074	0.52842170	0.084	0.039
OGLE-LMC-ECL-33170	ELL	05:25:54.91	-66:09:44.7	17.071	17.094	0.023	2.55207140	0.127	0.051
OGLE-LMC-ECL-33174	ELL	05:25:55.29	-66:19:46.8	18.443	18.935	0.492	4.31329070	0.134	0.082
OGLE-LMC-ECL-33183	ELL	05:25:56.23	-65:49:46.9	17.867	18.743	0.876	0.88062900	0.070	0.031
OGLE-LMC-ECL-33186	C	05:25:56.53	-67:58:12.8	16.153	16.002	-0.151	0.63607870	0.456	0.443
OGLE-LMC-ECL-33192	C	05:25:58.04	-70:45:43.4	18.068	19.117	1.049	14.88624430	0.119	0.115
OGLE-LMC-ECL-33214	ELL	05:26:03.17	-69:30:52.6	15.290	15.120	-0.170	2.19338610	0.117	0.078
OGLE-LMC-ECL-33215	ELL	05:26:03.19	-66:12:47.5	16.076	16.032	-0.044	4.27277720	0.116	0.066
OGLE-LMC-ECL-33230	ELL	05:26:06.64	-69:42:55.7	18.085	18.666	0.581	16.97034560	0.189	0.138
OGLE-LMC-ECL-33241	C	05:26:09.99	-71:59:48.5	17.004	17.774	0.770	0.31633230	0.536	0.528
OGLE-LMC-ECL-33247	ELL	05:26:10.68	-69:43:22.3	16.182	16.212	0.030	7.32470830	0.122	0.016
OGLE-LMC-ECL-33261	C	05:26:13.62	-66:42:25.7	17.970	18.039	0.069	1.66646500	0.169	0.165
OGLE-LMC-ECL-33283	ELL	05:26:17.93	-69:24:24.0	17.716	18.783	1.067	22.04870350	0.135	0.076
OGLE-LMC-ECL-33284	C	05:26:18.03	-65:07:42.6	18.202	18.199	-0.003	0.83939520	0.723	0.705
OGLE-LMC-ECL-33302	ELL	05:26:21.88	-66:27:51.7	15.582	15.495	-0.087	1.37050930	0.109	0.104
OGLE-LMC-ECL-33316	ELL	05:26:24.54	-68:27:27.6	16.426	17.252	0.826	65.88820030	0.132	0.110
OGLE-LMC-ECL-33332	C	05:26:27.61	-66:04:43.1	18.687	19.632	0.945	5.95388590	0.332	0.318
OGLE-LMC-ECL-33355	ELL	05:26:31.34	-70:14:43.5	16.079	17.443	1.364	108.96400780	0.144	0.131
OGLE-LMC-ECL-33356	ELL	05:26:31.45	-69:04:35.2	18.069	19.263	1.194	17.28490200	0.212	0.151
OGLE-LMC-ECL-33376	ELL	05:26:35.33	-68:32:12.6	16.853	16.991	0.138	2.37899360	0.086	0.047
OGLE-LMC-ECL-33380	ELL	05:26:36.16	-67:21:26.1	15.733	17.185	1.452	108.96400850	0.148	0.113
OGLE-LMC-ECL-33413	ELL	05:26:42.13	-68:48:22.9	16.005	15.787	-0.218	1.57395820	0.022	0.017
OGLE-LMC-ECL-33418	ELL	05:26:42.96	-65:56:12.6	17.091	17.179	0.088	4.27639970	0.062	0.035
OGLE-LMC-ECL-33433	ELL	05:26:45.86	-69:23:37.2	15.749	15.649	-0.100	3.42643950	0.077	0.051
OGLE-LMC-ECL-33471	C	05:26:55.45	-69:43:56.0	19.218	19.520	0.302	60.87460690	0.541	0.538
OGLE-LMC-ECL-33487	ELL	05:26:58.99	-69:53:42.3	17.140	17.168	0.028	3.37281300	0.078	0.022
OGLE-LMC-ECL-33503	ELL	05:27:05.09	-68:50:11.1	16.336	16.186	-0.150	1.61085040	0.026	0.018
OGLE-LMC-ECL-33513	C	05:27:07.86	-66:18:04.8	18.946	19.069	0.123	2.54805770	0.289	0.280
