  EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  796         8.1500000000000004E+000         4.6248905250898824E+000         4.5756656906446729E+000         3.5344545613746066E+000         1.7850042201007368E-001         4.0117315378105491E+000         0.0000000000000000E+000            0.073642            0.923411           -1.118484           -2.861552           -4.039587           -5.418289           -7.001834           -7.992421           -8.269479           -4.013578           -2.300321           -2.898022           -0.664396           -2.632827           -4.030613           -2.545341           -5.152817           -4.037637           -2.589098           -2.539494           -5.175956           -5.247493           -4.018253           -2.569788           -5.175251            4.000000
  797         8.1500000000000004E+000         4.6249095670013256E+000         4.5746586192592495E+000         3.5341975824779910E+000         1.7466166617778611E-001         4.0144489712973552E+000         0.0000000000000000E+000            0.074118            0.923143           -1.114202           -2.855909           -4.037436           -5.421104           -7.009162           -8.000408           -8.277899           -4.013673           -2.297237           -2.894485           -0.661529           -2.627146           -4.031744           -2.539702           -5.155468           -4.038507           -2.583468           -2.533907           -5.178636           -5.250821           -4.019139           -2.564131           -5.177935            4.000000
  798         8.1500000000000004E+000         4.6249441000183449E+000         4.5726397520260154E+000         3.5329126155497401E+000         1.5744072928272182E-001         4.0263325499790543E+000         0.0000000000000000E+000            0.074903            0.924680           -1.088119           -2.822153           -4.021439           -5.430511           -7.041567           -8.036175           -8.315751           -4.009241           -2.276914           -2.871530           -0.643035           -2.593271           -4.032623           -2.505956           -5.164057           -4.038048           -2.549766           -2.500430           -5.187375           -5.262881           -4.018764           -2.530291           -5.186694            4.000000
  799         8.1500000000000004E+000         4.6249908300329565E+000         4.5696745106061920E+000         3.5323186504972730E+000         1.4911636857371191E-001         4.0319979886950978E+000         0.0000000000000000E+000            0.075494            0.925183           -1.076092           -2.806489           -4.014141           -5.435124           -7.056978           -8.053124           -8.333681           -4.007402           -2.267671           -2.860968           -0.634569           -2.577569           -4.033284           -2.490275           -5.168314           -4.038078           -2.534107           -2.484873           -5.191702           -5.268773           -4.018832           -2.514565           -5.191030            4.000000
  800         8.1500000000000004E+000         4.6250310512430222E+000         4.5668241065673687E+000         3.5308186656714207E+000         1.2914629918080339E-001         4.0456935661863893E+000         0.0000000000000000E+000            0.076232            0.927181           -1.043442           -2.763906           -3.993081           -5.444725           -7.094384           -8.094439           -8.377427           -4.000497           -2.241998           -2.831599           -0.611351           -2.534960           -4.032841           -2.447624           -5.177063           -4.035998           -2.491508           -2.442543           -5.200632           -5.281746           -4.016853           -2.471794           -5.199974            4.000000
  801         8.1500000000000004E+000         4.6250805747684325E+000         4.5629118255719590E+000         3.5295463045313928E+000         1.1207811193158482E-001         4.0572969829808105E+000         0.0000000000000000E+000            0.076748            0.928912           -1.014776           -2.726369           -3.974204           -5.452322           -7.126086           -8.129437           -8.414492           -3.993945           -2.219398           -2.805581           -0.590948           -2.497455           -4.031905           -2.409988           -5.184007           -4.033635           -2.453917           -2.405181           -5.207734           -5.292366           -4.014576           -2.434051           -5.207083            4.000000
  802         8.1500000000000004E+000         4.6251296120291352E+000         4.5585323575935046E+000         3.5282831968085082E+000         9.5329013511057048E-002         4.0685728987497685E+000         0.0000000000000000E+000            0.077279            0.931020           -0.985005           -2.687367           -3.954045           -5.458806           -7.156956           -8.163570           -8.450665           -3.986274           -2.195695           -2.778273           -0.569633           -2.458528           -4.029925           -2.370862           -5.189908           -4.030201           -2.414835           -2.366331           -5.213794           -5.301993           -4.011230           -2.394814           -5.213144            4.000000
  803         8.1500000000000004E+000         4.6251764761746177E+000         4.5537356534012172E+000         3.5269675686294608E+000         7.7762293485949638E-002         4.0804097850883227E+000         0.0000000000000000E+000            0.077788            0.932980           -0.953529           -2.645973           -3.932567           -5.465346           -7.189338           -8.199330           -8.488548           -3.978013           -2.170619           -2.749295           -0.547149           -2.417248           -4.027695           -2.329317           -5.195921           -4.026423           -2.373336           -2.325074           -5.219976           -5.311961           -4.007544           -2.353150           -5.219320            4.000000
  804         8.1500000000000004E+000         4.6252261108390726E+000         4.5480497271347096E+000         3.5254960018020123E+000         5.8493607112879618E-002         4.0932460618122999E+000         0.0000000000000000E+000            0.078171            0.935807           -0.916644           -2.597561           -3.906738           -5.471107           -7.224550           -8.238308           -8.529876           -3.967178           -2.140841           -2.715039           -0.520586           -2.369002           -4.023726           -2.280733           -5.201196           -4.020678           -2.324803           -2.276817           -5.225443           -5.321745           -4.001906           -2.304428           -5.224770            4.000000
  805         8.1500000000000004E+000         4.6252756091769633E+000         4.5415059096249957E+000         3.5240072516221490E+000         3.8871766820873573E-002         4.1062803683082318E+000         0.0000000000000000E+000            0.078510            0.938517           -0.878792           -2.547812           -3.880095           -5.476516           -7.260284           -8.277821           -8.571758           -3.955840           -2.110174           -2.679842           -0.493328           -2.319441           -4.019437           -2.230810           -5.206244           -4.014552           -2.274932           -2.227227           -5.230689           -5.331432           -3.995889           -2.254364           -5.229986            4.000000
  806         8.1500000000000004E+000         4.6253251944582683E+000         4.5339918207581960E+000         3.5225343775224403E+000         1.9656648381390255E-002         4.1188762433436832E+000         0.0000000000000000E+000            0.078877            0.941685           -0.840100           -2.497115           -3.852469           -5.480578           -7.294878           -8.316131           -8.612389           -3.943428           -2.078463           -2.643751           -0.465270           -2.268942           -4.014091           -2.179971           -5.210090           -4.007345           -2.224143           -2.176720           -5.234734           -5.339940           -3.988794           -2.203382           -5.233987            4.000000
  807         8.1500000000000004E+000         4.6253736046367040E+000         4.5254817525130973E+000         3.5209228808413817E+000        -1.6354039548143974E-003         4.1328950640566173E+000         0.0000000000000000E+000            0.079128            0.944585           -0.797964           -2.441847           -3.822583           -5.485105           -7.333313           -8.358553           -8.657337           -3.930144           -2.043833           -2.604616           -0.434774           -2.213874           -4.008605           -2.124595           -5.214560           -3.999784           -2.168822           -2.121712           -5.239423           -5.349568           -3.981358           -2.147852           -5.238610            4.000000
  808         8.1500000000000004E+000         4.6254231286884622E+000         4.5154324294349255E+000         3.5192861374920033E+000        -2.2880600989808538E-002         4.1466163701342840E+000         0.0000000000000000E+000            0.079324            0.948008           -0.754889           -2.385730           -3.791988           -5.488697           -7.371270           -8.400084           -8.701338           -3.916074           -2.007818           -2.564766           -0.403165           -2.157849           -4.002398           -2.068549           -5.218244           -3.991467           -2.112826           -2.066058           -5.243330           -5.358459           -3.973170           -2.091653           -5.242438            5.000000
  809         8.1500000000000004E+000         4.6254254760458151E+000         4.5149116653423924E+000         3.5204687828492922E+000        -6.9863265784914311E-003         4.1354016872592574E+000         0.0000000000000000E+000            0.079332            0.948428           -0.782805           -2.422904           -3.810741           -5.482844           -7.340600           -8.366863           -8.666313           -3.922928           -2.030557           -2.590205           -0.422894           -2.194966           -4.003580           -2.105675           -5.212306           -3.994173           -2.149917           -2.102903           -5.237232           -5.348764           -3.975783           -2.128890           -5.236399            5.000000
  810         8.1500000000000004E+000         4.6254384977991734E+000         4.5123600710031591E+000         3.5202201857397002E+000        -1.0689285006678179E-002         4.1378652072913491E+000         0.0000000000000000E+000            0.079843            0.948337           -0.777184           -2.415442           -3.807135           -5.484406           -7.347309           -8.374095           -8.673941           -3.921816           -2.026115           -2.585187           -0.418931           -2.187514           -4.003649           -2.098211           -5.213873           -3.993926           -2.142459           -2.095496           -5.238832           -5.351111           -3.975555           -2.121402           -5.237988            5.000000
  811         8.1500000000000004E+000         4.6254492865381946E+000         4.5104475672457864E+000         3.5207177250584949E+000        -4.2223066159278516E-003         4.1332155688146983E+000         0.0000000000000000E+000            0.080238            0.948470           -0.789086           -2.431316           -3.815246           -5.482083           -7.334571           -8.360270           -8.659361           -3.924889           -2.035845           -2.596118           -0.427345           -2.203356           -4.004333           -2.114069           -5.211537           -3.995250           -2.158302           -2.111234           -5.236429           -5.347196           -3.976840           -2.137306           -5.235607            5.000000
  812         8.1500000000000004E+000         4.6254665626405052E+000         4.5071056021021816E+000         3.5197896655556216E+000        -1.6822838006463964E-002         4.1417970789827123E+000         0.0000000000000000E+000            0.080561            0.948810           -0.766621           -2.401614           -3.799996           -5.486211           -7.358094           -8.385797           -8.686314           -3.918999           -2.017520           -2.575610           -0.411289           -2.173703           -4.002888           -2.084388           -5.215702           -3.992614           -2.128650           -2.081774           -5.240719           -5.354301           -3.974276           -2.107539           -5.239855            5.000000
  813         8.1500000000000004E+000         4.6254978610958020E+000         4.5002906112389560E+000         3.5186671584460933E+000        -3.1549284061044403E-002         4.1513859543253595E+000         0.0000000000000000E+000            0.081398            0.950721           -0.737566           -2.363711           -3.779562           -5.488967           -7.384554           -8.414686           -8.716889           -3.909802           -1.993194           -2.548866           -0.390038           -2.135847           -3.999085           -2.046565           -5.218601           -3.987353           -2.090859           -2.044219           -5.243773           -5.360780           -3.969105           -2.069612           -5.242845            5.000000
  814         8.1500000000000004E+000         4.6255397313520987E+000         4.4901709605761484E+000         3.5175024140864162E+000        -4.6557224161202865E-002         4.1607570632335342E+000         0.0000000000000000E+000            0.081699            0.953834           -0.706058           -2.323033           -3.756985           -5.490090           -7.410547           -8.443186           -8.747107           -3.898748           -1.966308           -2.519800           -0.366622           -2.095191           -3.993644           -2.006035           -5.219997           -3.980375           -2.050362           -2.003972           -5.245329           -5.365914           -3.962223           -2.028976           -5.244323            5.000000
  815         8.1500000000000004E+000         4.6255854136025656E+000         4.4779414662883035E+000         3.5163670697194691E+000        -6.1295896736601893E-002         4.1697680817720677E+000         0.0000000000000000E+000            0.081931            0.957131           -0.675148           -2.283352           -3.734887           -5.490633           -7.435549           -8.470601           -8.776181           -3.887691           -1.939673           -2.491436           -0.343504           -2.055498           -3.988055           -1.966565           -5.220935           -3.973271           -2.010924           -1.964779           -5.246424           -5.370507           -3.955213           -1.989407           -5.245327            5.000000
  816         8.1500000000000004E+000         4.6256347374207056E+000         4.4633264148138592E+000         3.5152094978153454E+000        -7.5855126949847890E-002         4.1782796979485308E+000         0.0000000000000000E+000            0.082130            0.961722           -0.642138           -2.241434           -3.710847           -5.489171           -7.459330           -8.496840           -8.804068           -3.874698           -1.910627           -2.461076           -0.318416           -2.013530           -3.980641           -1.924959           -5.220026           -3.964289           -1.969351           -1.923461           -5.245678           -5.373346           -3.946330           -1.947705           -5.244473            5.000000
  817         8.1500000000000004E+000         4.6256899424635014E+000         4.4453305038424187E+000         3.5141141477266844E+000        -8.9496562998959556E-002         4.1857931405821258E+000         0.0000000000000000E+000            0.082281            0.967213           -0.609724           -2.200751           -3.687011           -5.486147           -7.480452           -8.520271           -8.829032           -3.861077           -1.881633           -2.431327           -0.293410           -1.972752           -3.972293           -1.884665           -5.217676           -3.954436           -1.929085           -1.883443           -5.243482           -5.374553           -3.936573           -1.907323           -5.242158            5.000000
  818         8.1500000000000004E+000         4.6257508408113557E+000         4.4237559872747925E+000         3.5132003477943301E+000        -1.0030835171889285E-001         4.1908502978245412E+000         0.0000000000000000E+000            0.082329            0.974329           -0.579841           -2.163968           -3.664252           -5.480316           -7.495030           -8.536783           -8.846779           -3.846652           -1.854228           -2.403688           -0.269706           -1.935857           -3.962270           -1.848300           -5.212533           -3.943138           -1.892746           -1.847315           -5.238469           -5.372396           -3.925358           -1.870892           -5.237032            5.000000
  819         8.1500000000000004E+000         4.6258110012898559E+000         4.4012298317629739E+000         3.5131767772031353E+000        -9.9553707647231496E-002         4.1877378573591795E+000         0.0000000000000000E+000            0.082331            0.981870           -0.571065           -2.154713           -3.655403           -5.471943           -7.487309           -8.529156           -8.839134           -3.838042           -1.845281           -2.394720           -0.261260           -1.926608           -3.953796           -1.839090           -5.204194           -3.934623           -1.883537           -1.838117           -5.230134           -5.364150           -3.916845           -1.861681           -5.228692            5.000000
  820         8.1500000000000004E+000         4.6258459339133902E+000         4.3886067401393660E+000         3.5140872743936447E+000        -8.7089184440828527E-002         4.1776356256039913E+000         0.0000000000000000E+000            0.082331            0.986221           -0.588334           -2.178355           -3.665144           -5.464912           -7.460140           -8.500134           -8.808802           -3.839533           -1.859712           -2.409335           -0.272656           -1.950378           -3.950939           -1.862364           -5.196496           -3.933024           -1.906787           -1.861166           -5.222306           -5.353505           -3.915165           -1.885025           -5.220975            5.000000
  821         8.1500000000000004E+000         4.6258660356977224E+000         4.3820676613897529E+000         3.5151876966372337E+000        -7.2428653884178809E-002         4.1667159519424359E+000         0.0000000000000000E+000            0.082332            0.988456           -0.612559           -2.210607           -3.680503           -5.459428           -7.430496           -8.468217           -8.775301           -3.844665           -1.880303           -2.430645           -0.289601           -1.982736           -3.950795           -1.894248           -5.190340           -3.934385           -1.938642           -1.892777           -5.215996           -5.343789           -3.916430           -1.916997           -5.214783            5.000000
  822         8.1500000000000004E+000         4.6258805888351677E+000         4.3778159273453605E+000         3.5163441406577767E+000        -5.7187065451772039E-002         4.1556708296897584E+000         0.0000000000000000E+000            0.082333            0.989737           -0.639238           -2.245978           -3.698038           -5.454467           -7.400386           -8.435689           -8.741096           -3.851195           -1.902885           -2.454500           -0.308487           -2.018167           -3.951766           -1.929321           -5.184825           -3.936919           -1.973684           -1.927566           -5.210320           -5.334542           -3.918866           -1.952167           -5.209215            5.000000
  823         8.1500000000000004E+000         4.6258923322022127E+000         4.3747405723610715E+000         3.5174993666054410E+000        -4.1751014462304621E-002         4.1445452640249840E+000         0.0000000000000000E+000            0.082334            0.990971           -0.665843           -2.281384           -3.715557           -5.448989           -7.370052           -8.402925           -8.706625           -3.857500           -1.925060           -2.478405           -0.327240           -2.053593           -3.952517           -1.964517           -5.178943           -3.939209           -2.008848           -1.962482           -5.204278           -5.324945           -3.921060           -1.987464           -5.203264            5.000000
  824         8.1500000000000004E+000         4.6259022402630201E+000         4.3723990399880579E+000         3.5186852849185151E+000        -2.6128293300666888E-002         4.1334297721960693E+000         0.0000000000000000E+000            0.082333            0.991504           -0.694021           -2.318803           -3.734545           -5.443883           -7.339650           -8.369995           -8.671931           -3.864776           -1.948470           -2.504012           -0.347239           -2.090994           -3.954085           -2.001786           -5.173555           -3.942339           -2.046084           -1.999465           -5.198727           -5.315757           -3.924093           -2.024841           -5.197793            5.000000
  825         8.1500000000000004E+000         4.6259108109825480E+000         4.3705860053348129E+000         3.5198529288563032E+000        -1.0469364576282950E-002         4.1222583291795560E+000         0.0000000000000000E+000            0.082334            0.992272           -0.721304           -2.355202           -3.752762           -5.437998           -7.309126           -8.336968           -8.637136           -3.871316           -1.970768           -2.528807           -0.366457           -2.127351           -3.955019           -2.038106           -5.167519           -3.944788           -2.082369           -2.035505           -5.192531           -5.306000           -3.926450           -2.061268           -5.191663            5.000000
  826         8.1500000000000004E+000         4.6259184323556735E+000         4.3691472998664604E+000         3.5210463689055080E+000         5.3026397549253580E-003         4.1111148734551097E+000         0.0000000000000000E+000            0.082334            0.992304           -0.750217           -2.393666           -3.772519           -5.432679           -7.278659           -8.303787           -8.602126           -3.878952           -1.994383           -2.555356           -0.386937           -2.165724           -3.956898           -2.076556           -5.162144           -3.948211           -2.120781           -2.073673           -5.186993           -5.296813           -3.929778           -2.099829           -5.186182            5.000000
  827         8.1500000000000004E+000         4.6259255548491112E+000         4.3679430461130568E+000         3.5222254005934497E+000         2.1073939920894298E-002         4.0999383222224548E+000         0.0000000000000000E+000            0.082335            0.992351           -0.778841           -2.431875           -3.792129           -5.427136           -7.248251           -8.270450           -8.566931           -3.886420           -2.017491           -2.581743           -0.407052           -2.203786           -3.958655           -2.114845           -5.156625           -3.951490           -2.159029           -2.111694           -5.181313           -5.287513           -3.932966           -2.138230           -5.180552            5.000000
  828         8.1500000000000004E+000         4.6259328050472561E+000         4.3668707011604386E+000         3.5233850553554547E+000         3.6811158936238556E-002         4.0887322222743157E+000         0.0000000000000000E+000            0.082335            0.992692           -0.806265           -2.468621           -3.810669           -5.420818           -7.217800           -8.237105           -8.531737           -3.893008           -2.039343           -2.606962           -0.426176           -2.240385           -3.959671           -2.151702           -5.150432           -3.953979           -2.195847           -2.148291           -5.174963           -5.277639           -3.935366           -2.175200           -5.174241            5.000000
  829         8.1500000000000004E+000         4.6259443439917520E+000         4.3654913058062146E+000         3.5241431091712379E+000         4.6392350575654537E-002         4.0820492174399448E+000         0.0000000000000000E+000            0.082334            0.991772           -0.825552           -2.494149           -3.824344           -5.418162           -7.199485           -8.216869           -8.510320           -3.898855           -2.055096           -2.624993           -0.439962           -2.265812           -3.961890           -2.177297           -5.147908           -3.957150           -2.221415           -2.173712           -5.172337           -5.272724           -3.938480           -2.200866           -5.171636            5.000000
  830         8.1500000000000004E+000         4.6259516071605331E+000         4.3645929728618427E+000         3.5243610020356013E+000         4.9224166953925924E-002         4.0799999425962969E+000         0.0000000000000000E+000            0.082334            0.991771           -0.830749           -2.501107           -3.827910           -5.417042           -7.193900           -8.210732           -8.503839           -3.900179           -2.059257           -2.629810           -0.443598           -2.272742           -3.962178           -2.184277           -5.146833           -3.957709           -2.228388           -2.180644           -5.171232           -5.270966           -3.939023           -2.207867           -5.170536            5.000000
  831         8.1500000000000004E+000         4.6259584504820603E+000         4.3637525469476532E+000         3.5245535130784411E+000         5.1990914745647550E-002         4.0779198412022613E+000         0.0000000000000000E+000            0.082335            0.992249           -0.834708           -2.506552           -3.830359           -5.415361           -7.188294           -8.204647           -8.497438           -3.900655           -2.062245           -2.633372           -0.446218           -2.278164           -3.961743           -2.189747           -5.145194           -3.957512           -2.233852           -2.186072           -5.169568           -5.268727           -3.938812           -2.213356           -5.168876            5.000000
  832         8.1500000000000004E+000         4.6259667290394368E+000         4.3627620808338863E+000         3.5247874857555597E+000         5.4807162137619367E-002         4.0759408017910417E+000         0.0000000000000000E+000            0.082335            0.991846           -0.840794           -2.514582           -3.834753           -5.414704           -7.182847           -8.198601           -8.491032           -3.902635           -2.067261           -2.639105           -0.450598           -2.286163           -3.962610           -2.197797           -5.144592           -3.958670           -2.241894           -2.194068           -5.168934           -5.267392           -3.939952           -2.221428           -5.168247            5.000000
  833         8.1500000000000004E+000         4.6259810382374038E+000         4.3611579755626746E+000         3.5239597607294000E+000         4.3655755030974970E-002         4.0836191536517283E+000         0.0000000000000000E+000            0.082335            0.992414           -0.820724           -2.487929           -3.820981           -5.418724           -7.203792           -8.221629           -8.515385           -3.897370           -2.051212           -2.620569           -0.436399           -2.259613           -3.961273           -2.171050           -5.148435           -3.956306           -2.215174           -2.167505           -5.172887           -5.273822           -3.937650           -2.194602           -5.172182            5.000000
  834         8.1500000000000004E+000         4.6259891582256794E+000         4.3600513503400702E+000         3.5227474006265376E+000         2.7587395225205220E-002         4.0947297177493009E+000         0.0000000000000000E+000            0.082334            0.993330           -0.790732           -2.448126           -3.800164           -5.423957           -7.234127           -8.255009           -8.550685           -3.889056           -2.027004           -2.592773           -0.415113           -2.219967           -3.958767           -2.131129           -5.153490           -3.952271           -2.175296           -2.127858           -5.178106           -5.282710           -3.933706           -2.154565           -5.177365            5.000000
  835         8.1500000000000004E+000         4.6259969435130568E+000         4.3587990203798395E+000         3.5215060060398509E+000         1.1437065009189644E-002         4.1057933145554735E+000         0.0000000000000000E+000            0.082336            0.994752           -0.758990           -2.406183           -3.777775           -5.428148           -7.264396           -8.288383           -8.585999           -3.879478           -2.001023           -2.563252           -0.392387           -2.178184           -3.955193           -2.089099           -5.157609           -3.947102           -2.133308           -2.086112           -5.182395           -5.290800           -3.928633           -2.112416           -5.181606            5.000000
  836         8.1500000000000004E+000         4.6260053112236488E+000         4.3572272658322779E+000         3.5202768740881014E+000        -4.7042060350412362E-003         4.1168673169547114E+000         0.0000000000000000E+000            0.082335            0.995797           -0.727897           -2.365099           -3.756052           -5.432457           -7.294703           -8.321635           -8.621153           -3.870338           -1.975485           -2.534499           -0.370124           -2.137228           -3.952009           -2.047988           -5.161952           -3.942324           -2.092238           -2.045286           -5.186906           -5.299088           -3.923951           -2.071189           -5.186059            5.000000
  837         8.1500000000000004E+000         4.6260135742623696E+000         4.3554873703117725E+000         3.5190639736045015E+000        -2.0829766866962106E-002         4.1279742656826475E+000         0.0000000000000000E+000            0.082337            0.996194           -0.698297           -2.325961           -3.735820           -5.437395           -7.325172           -8.354719           -8.656075           -3.862287           -1.951106           -2.507416           -0.348941           -2.098144           -3.949782           -2.008919           -5.167007           -3.938528           -2.053205           -2.006508           -5.192127           -5.308004           -3.920251           -2.032008           -5.191216            5.000000
  838         8.1500000000000004E+000         4.6260240784234714E+000         4.3528591341472644E+000         3.5178241935328347E+000        -3.7049439042871071E-002         4.1389847329542704E+000         0.0000000000000000E+000            0.082335            0.997120           -0.667295           -2.285230           -3.714377           -5.441281           -7.355440           -8.387644           -8.690844           -3.853145           -1.925141           -2.479036           -0.326531           -2.057442           -3.946608           -1.968326           -5.171147           -3.933726           -2.012649           -1.966216           -5.196438           -5.316115           -3.915551           -1.991303           -5.195447            5.000000
  839         8.1500000000000004E+000         4.6260385378723239E+000         4.3485744049342818E+000         3.5165522042290505E+000        -5.3378607534360321E-002         4.1498212487323745E+000         0.0000000000000000E+000            0.082336            0.998844           -0.634502           -2.242514           -3.691397           -5.443776           -7.385319           -8.420233           -8.725286           -3.842581           -1.897147           -2.449014           -0.302515           -2.014720           -3.942175           -1.925842           -5.174062           -3.927598           -1.970200           -1.924043           -5.199529           -5.323125           -3.909529           -1.948708           -5.198440            5.000000
  840         8.1500000000000004E+000         4.6260560088679359E+000         4.3426182157036219E+000         3.5152968561148139E+000        -6.9565368606675074E-002         4.1604246240242126E+000         0.0000000000000000E+000            0.082337            1.000679           -0.602079           -2.200522           -3.668797           -5.445694           -7.414545           -8.452102           -8.758962           -3.831971           -1.869137           -2.419543           -0.278629           -1.972672           -3.937609           -1.884172           -5.176564           -3.921336           -1.928566           -1.882684           -5.202206           -5.329684           -3.903373           -1.906933           -5.201002            5.000000
  841         8.1500000000000004E+000         4.6260734025922758E+000         4.3359368246901253E+000         3.5140502693818210E+000        -8.5624230174615262E-002         4.1708647141412181E+000         0.0000000000000000E+000            0.082337            1.002576           -0.569863           -2.159043           -3.646482           -5.447032           -7.443308           -8.483463           -8.792090           -3.821263           -1.840922           -2.390488           -0.254753           -1.931080           -3.932889           -1.843126           -5.178665           -3.914908           -1.887553           -1.841950           -5.204483           -5.335826           -3.897054           -1.865788           -5.203144            5.000000
  842         8.1500000000000004E+000         4.6260902847637064E+000         4.3287690619941612E+000         3.5127581685029767E+000        -1.0208912543487365E-001         4.1814799156419982E+000         0.0000000000000000E+000            0.082336            1.004784           -0.536236           -2.116076           -3.623271           -5.447506           -7.472568           -8.515394           -8.825817           -3.809715           -1.810959           -2.360384           -0.229625           -1.887925           -3.927534           -1.800747           -5.180146           -3.907753           -1.845208           -1.799900           -5.206146           -5.341509           -3.890016           -1.823314           -5.204645            5.000000
  843         8.1500000000000004E+000         4.6261118810732764E+000         4.3184609806348400E+000         3.5114660063553158E+000        -1.1862560236784606E-001         4.1918648714260716E+000         0.0000000000000000E+000            0.082338            1.007488           -0.502294           -2.073181           -3.600010           -5.446984           -7.501204           -8.546672           -8.858864           -3.797692           -1.780199           -2.330326           -0.203968           -1.844758           -3.921676           -1.758595           -5.180865           -3.900067           -1.803091           -1.758083           -5.207050           -5.346440           -3.882452           -1.781078           -5.205360            5.000000
  844         8.1500000000000004E+000         4.6261387384569996E+000         4.3047931842921177E+000         3.5101639980869059E+000        -1.3493699693601979E-001         4.2016458786731281E+000         0.0000000000000000E+000            0.082338            1.011534           -0.466733           -2.028923           -3.575420           -5.444250           -7.528303           -8.576419           -8.890346           -3.783946           -1.747210           -2.298991           -0.176576           -1.800133           -3.914119           -1.715279           -5.179649           -3.890634           -1.759809           -1.715114           -5.206020           -5.349483           -3.873145           -1.737689           -5.204112            5.000000
  845         8.1500000000000004E+000         4.6261626243699370E+000         4.2919062645621588E+000         3.5088286099559545E+000        -1.5174413864223335E-001         4.2118484372043472E+000         0.0000000000000000E+000            0.082339            1.015188           -0.431019           -1.984811           -3.551337           -5.441355           -7.556464           -8.607267           -8.922943           -3.770420           -1.713516           -2.268098           -0.148952           -1.755531           -3.906899           -1.672341           -5.178606           -3.881457           -1.716909           -1.672541           -5.205171           -5.352817           -3.864103           -1.694690           -5.203006            5.000000
  846         8.1500000000000004E+000         4.6261826482667932E+000         4.2822127386738789E+000         3.5084683162067147E+000        -1.5581650123603827E-001         4.2134907834964261E+000         0.0000000000000000E+000            0.082340            1.018586           -0.418725           -1.970211           -3.542135           -5.437654           -7.561282           -8.612823           -8.928942           -3.763969           -1.701542           -2.257079           -0.138863           -1.740780           -3.902152           -1.658113           -5.175468           -3.876171           -1.702692           -1.658417           -5.202085           -5.350869           -3.858856           -1.680449           -5.199845            5.000000
  847         8.1500000000000004E+000         4.6261999881585032E+000         4.2735692406932877E+000         3.5072008200957514E+000        -1.7211954908560445E-001         4.2238320042890116E+000         0.0000000000000000E+000            0.082340            1.020538           -0.386836           -1.931123           -3.521880           -5.435882           -7.589570           -8.643621           -8.961378           -3.752978           -1.670817           -2.230487           -0.114230           -1.701072           -3.897087           -1.620413           -5.175839           -3.869205           -1.665028           -1.621073           -5.202641           -5.355400           -3.852026           -1.642710           -5.200115            5.000000
  848         8.1500000000000004E+000         4.6262205347965626E+000         4.2623454782856420E+000         3.5058547303488679E+000        -1.8880227611266753E-001         4.2339607749356283E+000         0.0000000000000000E+000            0.082339            1.024171           -0.351284           -1.888369           -3.499011           -5.431169           -7.617416           -8.674133           -8.993565           -3.739261           -1.635592           -2.201000           -0.086142           -1.657522           -3.889627           -1.579422           -5.173769           -3.859681           -1.624078           -1.580478           -5.200769           -5.357765           -3.842653           -1.601698           -5.197900            5.000000
  849         8.1500000000000004E+000         4.6262450487106106E+000         4.2470375034353598E+000         3.5045149673909641E+000        -2.0560519284096640E-001         4.2438106450767883E+000         0.0000000000000000E+000            0.082342            1.028389           -0.315401           -1.845897           -3.476356           -5.425043           -7.644480           -8.703829           -9.024899           -3.725007           -1.599206           -2.171827           -0.057358           -1.614109           -3.881579           -1.539004           -5.170686           -3.849522           -1.583705           -1.540473           -5.197886           -5.359133           -3.832654           -1.561284           -5.194631            5.000000
  850         8.1500000000000004E+000         4.6262658121677767E+000         4.2325362939018527E+000         3.5039537505610729E+000        -2.1197255106254748E-001         4.2464248080194666E+000         0.0000000000000000E+000            0.082341            1.033322           -0.296321           -1.823730           -3.462802           -5.418121           -7.652042           -8.712517           -9.034223           -3.714867           -1.579432           -2.155500           -0.041390           -1.591526           -3.874105           -1.517828           -5.165214           -3.841124           -1.562550           -1.519488           -5.192501           -5.355587           -3.824327           -1.540119           -5.189064            5.000000
  851         8.1500000000000004E+000         4.6262863502494938E+000         4.2181860479794242E+000         3.5037270702455476E+000        -2.1425849869178723E-001         4.2462613511511584E+000         0.0000000000000000E+000            0.082341            1.038128           -0.285530           -1.811576           -3.454195           -5.412156           -7.652052           -8.712990           -9.034936           -3.707629           -1.568236           -2.145764           -0.031911           -1.579202           -3.867961           -1.506101           -5.159867           -3.834596           -1.550833           -1.507844           -5.187190           -5.351034           -3.817830           -1.528399           -5.183676            5.000000
