  EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  505         8.1500000000000004E+000         4.3414691998370269E+000         4.3393694371988074E+000         3.8993584819626568E+000         2.7641720667866418E+000         2.8633837324336064E+000         0.0000000000000000E+000            0.033073           -2.248508           -2.419917           -2.506332           -2.576282           -2.642730           -2.747825           -2.800846           -2.813755           -2.540159           -2.474164           -2.486088           -2.406367           -2.493567           -2.501573           -2.435950           -2.613633           -2.527082           -2.472176           -2.465306           -2.630508           -2.630424           -2.510551           -2.456775           -2.614916            2.000000
  506         8.1500000000000004E+000         4.3415408503978323E+000         4.3394405003924028E+000         3.8954075643222850E+000         2.7513169184142217E+000         2.8604423928643619E+000         0.0000000000000000E+000            0.033073           -2.229227           -2.407024           -2.503818           -2.580140           -2.652547           -2.764926           -2.822464           -2.836270           -2.540713           -2.468979           -2.481311           -2.391569           -2.489750           -2.500596           -2.429894           -2.621773           -2.526285           -2.466111           -2.458609           -2.638660           -2.638244           -2.509605           -2.450670           -2.623160            2.000000
  507         8.1500000000000004E+000         4.3416105859319911E+000         4.3395096598858185E+000         3.8914563738080821E+000         2.7384997379897742E+000         2.8574618014431894E+000         0.0000000000000000E+000            0.033073           -2.209653           -2.392842           -2.500623           -2.583587           -2.662116           -2.781865           -2.844097           -2.858779           -2.540710           -2.462907           -2.475532           -2.375443           -2.485018           -2.499015           -2.423336           -2.629617           -2.524891           -2.459576           -2.451612           -2.646517           -2.645748           -2.508059           -2.444114           -2.631111            2.000000
  508         8.1500000000000004E+000         4.3416785429848836E+000         4.3395770513700764E+000         3.8875045170524034E+000         2.7257055003455126E+000         2.8544554235826300E+000         0.0000000000000000E+000            0.033074           -2.189851           -2.377290           -2.496912           -2.586765           -2.671523           -2.798712           -2.865793           -2.881315           -2.540263           -2.455814           -2.468601           -2.357883           -2.479372           -2.496922           -2.416175           -2.637277           -2.522994           -2.452458           -2.444185           -2.654190           -2.653055           -2.506004           -2.436988           -2.638880            2.000000
  509         8.1500000000000004E+000         4.3417447324303202E+000         4.3396426858575463E+000         3.8835528767909011E+000         2.7129557337963202E+000         2.8514052630233828E+000         0.0000000000000000E+000            0.033075           -2.169740           -2.360409           -2.492669           -2.589542           -2.680657           -2.815377           -2.887476           -2.903814           -2.539255           -2.447904           -2.460998           -2.338956           -2.473182           -2.494213           -2.407834           -2.644629           -2.520488           -2.444091           -2.435328           -2.661554           -2.660036           -2.503337           -2.428597           -2.646341            2.000000
  510         8.1500000000000004E+000         4.3418092023083981E+000         4.3397066112321516E+000         3.8796017412457737E+000         2.7002550745779814E+000         2.8483078412581362E+000         0.0000000000000000E+000            0.033076           -2.149299           -2.342343           -2.487665           -2.591856           -2.689477           -2.831819           -2.909124           -2.926260           -2.537682           -2.439371           -2.452965           -2.318806           -2.466506           -2.490907           -2.398534           -2.651626           -2.517391           -2.434707           -2.425293           -2.668561           -2.666644           -2.500078           -2.419176           -2.653449            2.000000
  511         8.1500000000000004E+000         4.3418720088675178E+000         4.3397688835400432E+000         3.8756509903477401E+000         2.6875975604249680E+000         2.8451686459395269E+000         0.0000000000000000E+000            0.033076           -2.128545           -2.323118           -2.481728           -2.593750           -2.698042           -2.848080           -2.930775           -2.948698           -2.535605           -2.430363           -2.444635           -2.297441           -2.459330           -2.487074           -2.388597           -2.658322           -2.513771           -2.424655           -2.414543           -2.675268           -2.672937           -2.496295           -2.409077           -2.660258            2.000000
  512         8.1500000000000004E+000         4.3419332135457624E+000         4.3398295639281379E+000         3.8717003686435296E+000         2.6749760900055857E+000         2.8419937627660388E+000         0.0000000000000000E+000            0.033075           -2.107540           -2.302414           -2.475030           -2.595366           -2.706517           -2.864280           -2.952529           -2.971213           -2.533076           -2.420625           -2.435590           -2.274507           -2.451441           -2.482727           -2.377990           -2.664878           -2.509647           -2.413924           -2.403170           -2.681836           -2.679067           -2.492003           -2.398301           -2.666930            2.000000
  513         8.1500000000000004E+000         4.3419928888718076E+000         4.3398887245255438E+000         3.8677497360176503E+000         2.6623861679107366E+000         2.8387871339746051E+000         0.0000000000000000E+000            0.033076           -2.086290           -2.280104           -2.468011           -2.596751           -2.714945           -2.880457           -2.974417           -2.993830           -2.530094           -2.409739           -2.425214           -2.249883           -2.442638           -2.477845           -2.366460           -2.671340           -2.505000           -2.402267           -2.390921           -2.688308           -2.685077           -2.487182           -2.386614           -2.673510            2.000000
  514         8.1500000000000004E+000         4.3420511057684852E+000         4.3399464358592468E+000         3.8637989426604533E+000         2.6498212017221978E+000         2.8355547598724931E+000         0.0000000000000000E+000            0.033077           -2.064703           -2.256773           -2.460660           -2.597770           -2.723133           -2.896476           -2.996322           -3.016451           -2.526683           -2.398054           -2.413998           -2.224174           -2.433182           -2.472517           -2.354268           -2.677532           -2.499909           -2.389948           -2.378033           -2.694510           -2.690807           -2.481917           -2.374270           -2.679821            2.000000
  515         8.1500000000000004E+000         4.3421079226925716E+000         4.3400027560510113E+000         3.8598483082484361E+000         2.6372861353493611E+000         2.8322929811319728E+000         0.0000000000000000E+000            0.033076           -2.042682           -2.233026           -2.452932           -2.598232           -2.730829           -2.912148           -3.018084           -3.038937           -2.522828           -2.385939           -2.402481           -2.198009           -2.423282           -2.466803           -2.341677           -2.683216           -2.494426           -2.377226           -2.364737           -2.700205           -2.696039           -2.476267           -2.361521           -2.685626            2.000000
  516         8.1500000000000004E+000         4.3421633395150483E+000         4.3400576851640045E+000         3.8558982499085093E+000         2.6247908723590272E+000         2.8289935626993508E+000         0.0000000000000000E+000            0.033077           -2.020314           -2.208644           -2.444483           -2.598118           -2.738042           -2.927477           -3.039714           -3.061290           -2.518488           -2.373343           -2.390593           -2.171164           -2.412879           -2.460719           -2.328596           -2.688391           -2.488530           -2.364007           -2.350935           -2.705390           -2.700765           -2.470230           -2.348271           -2.690924            2.000000
  517         8.1500000000000004E+000         4.3422174714251769E+000         4.3401113375619147E+000         3.8519482546242716E+000         2.6123206092390907E+000         2.8256692675802086E+000         0.0000000000000000E+000            0.033076           -1.997619           -2.183479           -2.435312           -2.597538           -2.744888           -2.942555           -3.061289           -3.083583           -2.513710           -2.360179           -2.378184           -2.143458           -2.401947           -2.454238           -2.314980           -2.693172           -2.482224           -2.350247           -2.336596           -2.710181           -2.705096           -2.463792           -2.334481           -2.695830            2.000000
  518         8.1500000000000004E+000         4.3422702821250612E+000         4.3401636774503585E+000         3.8479991246958467E+000         2.5998939678482209E+000         2.8223046794980493E+000         0.0000000000000000E+000            0.033077           -1.974410           -2.157809           -2.425563           -2.596434           -2.751273           -2.957298           -3.082715           -3.105733           -2.508482           -2.346468           -2.365318           -2.115302           -2.390494           -2.447241           -2.300903           -2.697482           -2.475459           -2.336027           -2.321801           -2.714502           -2.708964           -2.456866           -2.320231           -2.700267            2.000000
  519         8.1500000000000004E+000         4.3423218237437240E+000         4.3402147566881242E+000         3.8440511235062766E+000         2.5875150212079330E+000         2.8188967842049126E+000         0.0000000000000000E+000            0.033076           -1.950553           -2.131974           -2.415356           -2.594758           -2.757112           -2.971636           -3.103923           -3.127686           -2.502809           -2.332251           -2.352096           -2.086881           -2.378543           -2.439645           -2.286475           -2.701251           -2.468211           -2.321462           -2.306673           -2.718282           -2.712308           -2.449394           -2.305641           -2.704163            2.000000
  520         8.1500000000000004E+000         4.3423721335438685E+000         4.3402646123901105E+000         3.8401040884070650E+000         2.5751784073137087E+000         2.8154502968623176E+000         0.0000000000000000E+000            0.033078           -1.926246           -2.106070           -2.404560           -2.592434           -2.762380           -2.985556           -3.124933           -3.149460           -2.496637           -2.317450           -2.338491           -2.058469           -2.366025           -2.431712           -2.271686           -2.704431           -2.460602           -2.306542           -2.291209           -2.721473           -2.715075           -2.441577           -2.290699           -2.707472            2.000000
  521         8.1500000000000004E+000         4.3424212629849448E+000         4.3403132957205921E+000         3.8361576979576073E+000         2.5628759397708594E+000         2.8119721232738848E+000         0.0000000000000000E+000            0.033077           -1.901433           -2.079920           -2.393202           -2.589536           -2.767136           -2.999107           -3.145778           -3.171085           -2.490011           -2.302112           -2.324502           -2.029832           -2.352988           -2.423581           -2.256519           -2.707088           -2.452693           -2.291249           -2.275384           -2.724142           -2.717331           -2.433522           -2.275386           -2.710260            2.000000
  522         8.1500000000000004E+000         4.3424692561722136E+000         4.3403608505462730E+000         3.8322115311364446E+000         2.5505969477759582E+000         2.8084712545904855E+000         0.0000000000000000E+000            0.033076           -1.875913           -2.053432           -2.381419           -2.586196           -2.771464           -3.012355           -3.166484           -3.192587           -2.483028           -2.286358           -2.310167           -2.000746           -2.339543           -2.415278           -2.240995           -2.709327           -2.444511           -2.275603           -2.259208           -2.726395           -2.719188           -2.425258           -2.259722           -2.712632            2.000000
  523         8.1500000000000004E+000         4.3425161776946792E+000         4.3404073409953856E+000         3.8282653264362656E+000         2.5383345524751424E+000         2.8049535301187873E+000         0.0000000000000000E+000            0.033078           -1.849531           -2.026459           -2.369345           -2.582539           -2.775439           -3.025355           -3.187063           -3.213977           -2.475775           -2.270305           -2.295524           -1.970995           -2.325801           -2.406814           -2.225133           -2.711249           -2.436070           -2.259624           -2.242687           -2.728330           -2.720748           -2.416797           -2.243722           -2.714685            2.000000
  524         8.1500000000000004E+000         4.3425620326898891E+000         4.3404527722945296E+000         3.8243196097612602E+000         2.5260997683709334E+000         2.8014100395006016E+000         0.0000000000000000E+000            0.033077           -1.822883           -1.999073           -2.356967           -2.578543           -2.779065           -3.038068           -3.207465           -3.235192           -2.468214           -2.253968           -2.280614           -1.940922           -2.311766           -2.397969           -2.208999           -2.712837           -2.427306           -2.243371           -2.225896           -2.729931           -2.721988           -2.407986           -2.227451           -2.716405            2.000000
  525         8.1500000000000004E+000         4.3426068814794654E+000         4.3404972043323662E+000         3.8203743760180702E+000         2.5138909867704595E+000         2.7978423771087728E+000         0.0000000000000000E+000            0.033077           -1.795601           -1.971293           -2.344210           -2.574144           -2.782287           -3.050485           -3.227717           -3.256267           -2.460304           -2.237259           -2.265374           -1.910372           -2.297363           -2.388687           -2.192523           -2.714038           -2.418200           -2.226780           -2.208764           -2.731147           -2.722860           -2.398775           -2.210841           -2.717739            2.000000
  526         8.1500000000000004E+000         4.3426507442833682E+000         4.3405406572690222E+000         3.8164296999572311E+000         2.5017091321034925E+000         2.7942499195530717E+000         0.0000000000000000E+000            0.033077           -1.766819           -1.942775           -2.330991           -2.569284           -2.785031           -3.062607           -3.247867           -3.277269           -2.452029           -2.220054           -2.249683           -1.878860           -2.282491           -2.378985           -2.175551           -2.714796           -2.408739           -2.209703           -2.191133           -2.731920           -2.723319           -2.389156           -2.193745           -2.718629            2.000000
  527         8.1500000000000004E+000         4.3426936531775837E+000         4.3405831629632372E+000         3.8124853798407496E+000         2.4895496284153174E+000         2.7906364390563536E+000         0.0000000000000000E+000            0.033078           -1.735679           -1.913133           -2.317222           -2.563875           -2.787191           -3.074403           -3.267931           -3.298225           -2.443370           -2.202228           -2.233415           -1.845881           -2.267056           -2.368882           -2.157931           -2.715029           -2.398906           -2.191993           -2.172841           -2.732172           -2.723307           -2.379116           -2.176014           -2.718997            2.000000
  528         8.1500000000000004E+000         4.3427356522945422E+000         4.3406247652601770E+000         3.8085412937813210E+000         2.4774081485621742E+000         2.7870057796446432E+000         0.0000000000000000E+000            0.033078           -1.701467           -1.882024           -2.302756           -2.557826           -2.788675           -3.085900           -3.288041           -3.319288           -2.434092           -2.183600           -2.216413           -1.810992           -2.250894           -2.358260           -2.139476           -2.714656           -2.388496           -2.173466           -2.153697           -2.731819           -2.722748           -2.368536           -2.157468           -2.718758            2.000000
  529         8.1500000000000004E+000         4.3427767696377533E+000         4.3406654920303822E+000         3.8045976849754246E+000         2.4652898921815627E+000         2.7833537172828575E+000         0.0000000000000000E+000            0.033078           -1.665157           -1.849882           -2.287748           -2.551276           -2.789614           -3.097109           -3.308110           -3.340351           -2.424259           -2.164368           -2.198857           -1.774778           -2.234171           -2.347192           -2.120400           -2.713787           -2.377569           -2.154334           -2.133925           -2.730971           -2.721735           -2.357502           -2.138315           -2.718024            2.000000
  530         8.1500000000000004E+000         4.3428170530651009E+000         4.3407053907818156E+000         3.8006545891248202E+000         2.4531939733607171E+000         2.7796812854928192E+000         0.0000000000000000E+000            0.033078           -1.628039           -1.817364           -2.272501           -2.544459           -2.790252           -3.108069           -3.327987           -3.361235           -2.414177           -2.144889           -2.181067           -1.738083           -2.217207           -2.335910           -2.101070           -2.712641           -2.366399           -2.134952           -2.113896           -2.729849           -2.720462           -2.346249           -2.118913           -2.717013            2.000000
  531         8.1500000000000004E+000         4.3428565230505800E+000         4.3407444818951735E+000         3.7967123833376064E+000         2.4411285449139424E+000         2.7759818419524072E+000         0.0000000000000000E+000            0.033078           -1.591073           -1.784974           -2.257245           -2.537495           -2.790772           -3.118799           -3.347531           -3.381780           -2.404105           -2.125428           -2.163284           -1.701554           -2.200243           -2.324584           -2.081763           -2.711384           -2.355194           -2.115592           -2.093895           -2.728614           -2.719071           -2.334954           -2.099533           -2.715889            2.000000
  532         8.1500000000000004E+000         4.3428952070096507E+000         4.3407827926334823E+000         3.7927711653521943E+000         2.4290940544554651E+000         2.7722553327560560E+000         0.0000000000000000E+000            0.033077           -1.554811           -1.752978           -2.242101           -2.530542           -2.791268           -3.129306           -3.366673           -3.401901           -2.394152           -2.106130           -2.145638           -1.665538           -2.183405           -2.313306           -2.062629           -2.710099           -2.344063           -2.096401           -2.074077           -2.727351           -2.717637           -2.323711           -2.080323           -2.714736            2.000000
  533         8.1500000000000004E+000         4.3429331414289809E+000         4.3408203591997774E+000         3.7888308037455429E+000         2.4170881410163156E+000         2.7685035968400196E+000         0.0000000000000000E+000            0.033078           -1.518403           -1.720936           -2.226855           -2.523634           -2.791564           -3.139557           -3.385516           -3.421721           -2.384021           -2.086601           -2.127910           -1.629467           -2.166471           -2.301919           -2.043421           -2.708628           -2.332821           -2.077135           -2.054132           -2.725901           -2.716019           -2.312358           -2.061038           -2.713396            2.000000
  534         8.1500000000000004E+000         4.3429703304452572E+000         4.3408571857903731E+000         3.7848913566022002E+000         2.4051110338023980E+000         2.7647266377603357E+000         0.0000000000000000E+000            0.033078           -1.480540           -1.688333           -2.211263           -2.516415           -2.791475           -3.149520           -3.404160           -3.441371           -2.373528           -2.066670           -2.109849           -1.592649           -2.149180           -2.290243           -2.023808           -2.706801           -2.321285           -2.057513           -2.033756           -2.724096           -2.714066           -2.300713           -2.041399           -2.711699            2.000000
  535         8.1500000000000004E+000         4.3430068678376159E+000         4.3408933653806558E+000         3.7809529383948899E+000         2.3931629357546269E+000         2.7609247198641720E+000         0.0000000000000000E+000            0.033078           -1.440295           -1.654817           -2.195166           -2.508562           -2.790881           -3.159181           -3.422680           -3.460945           -2.362579           -2.046240           -2.091287           -1.554610           -2.131363           -2.278161           -2.003600           -2.704506           -2.309335           -2.037298           -2.012870           -2.721825           -2.711679           -2.288655           -2.021158           -2.709535            2.000000
  536         8.1500000000000004E+000         4.3430427834553269E+000         4.3409289276253569E+000         3.7770155697319456E+000         2.3812443628387268E+000         2.7570974126161567E+000         0.0000000000000000E+000            0.033079           -1.397167           -1.620208           -2.178488           -2.499835           -2.789724           -3.168535           -3.441111           -3.480494           -2.351166           -2.025223           -2.072140           -1.515101           -2.112935           -2.265614           -1.982811           -2.701693           -2.296912           -2.016501           -1.991390           -2.719037           -2.708812           -2.276126           -2.000345           -2.706852            2.000000
  537         8.1500000000000004E+000         4.3430781345387270E+000         4.3409639292967181E+000         3.7730797857948861E+000         2.3693649929740972E+000         2.7532371845606818E+000         0.0000000000000000E+000            0.033079           -1.351625           -1.584664           -2.161317           -2.490695           -2.788053           -3.177577           -3.459408           -3.499956           -2.339337           -2.003607           -2.052491           -1.474327           -2.093995           -2.252659           -1.961537           -2.698408           -2.284072           -1.995175           -1.969435           -2.715778           -2.705509           -2.263182           -1.979011           -2.703697            2.000000
  538         8.1500000000000004E+000         4.3431129961527661E+000         4.3409984447969894E+000         3.7691460376600565E+000         2.3575321657253641E+000         2.7493385079577699E+000         0.0000000000000000E+000            0.033079           -1.304199           -1.548390           -2.143718           -2.481343           -2.785922           -3.186299           -3.477504           -3.519255           -2.327125           -1.981655           -2.032419           -1.432580           -2.074613           -2.239342           -1.939695           -2.694697           -2.270865           -1.973357           -1.947018           -2.712095           -2.701807           -2.249872           -1.957177           -2.700117            2.000000
  539         8.1500000000000004E+000         4.3431474943115491E+000         4.3410325989960210E+000         3.7652159681761845E+000         2.3457755943069709E+000         2.7453782536068370E+000         0.0000000000000000E+000            0.033079           -1.255221           -1.511498           -2.125679           -2.471715           -2.783319           -3.194637           -3.495292           -3.538278           -2.314507           -1.959151           -2.011925           -1.390050           -2.054777           -2.225644           -1.917407           -2.690540           -2.257271           -1.951098           -1.924038           -2.707966           -2.697676           -2.236178           -1.934905           -2.696089            2.000000
  540         8.1500000000000004E+000         4.3431818732683505E+000         4.3410666339239876E+000         3.7612910669494330E+000         2.3341189245129983E+000         2.7413387585981046E+000         0.0000000000000000E+000            0.033079           -1.205013           -1.474103           -2.107202           -2.461769           -2.780246           -3.202547           -3.512683           -3.556931           -2.301478           -1.936024           -1.991024           -1.346924           -2.034490           -2.211558           -1.894705           -2.685927           -2.243284           -1.928441           -1.900632           -2.703382           -2.693100           -2.222093           -1.912234           -2.691605            2.000000
  541         8.1500000000000004E+000         4.3432163350480089E+000         4.3411007497154275E+000         3.7573735640242854E+000         2.3225986852142189E+000         2.7371924344667962E+000         0.0000000000000000E+000            0.033079           -1.154041           -1.436359           -2.088318           -2.451391           -2.776713           -3.209970           -3.529562           -3.575088           -2.288048           -1.912445           -1.969759           -1.303429           -2.013789           -2.197089           -1.871614           -2.680865           -2.228913           -1.905408           -1.876864           -2.698348           -2.688076           -2.207626           -1.889187           -2.686671            2.000000
  542         8.1500000000000004E+000         4.3432511189640035E+000         4.3411351833270970E+000         3.7534664056104177E+000         2.3112636012305336E+000         2.7329023651843301E+000         0.0000000000000000E+000            0.033079           -1.102954           -1.398463           -2.069136           -2.440330           -2.772754           -3.216846           -3.545803           -3.592594           -2.274276           -1.888603           -1.948223           -1.259817           -1.992818           -2.182289           -1.848252           -2.675390           -2.214209           -1.882095           -1.852830           -2.692902           -2.682636           -2.192828           -1.865863           -2.681322            2.000000
  543         8.1500000000000004E+000         4.3432864846031283E+000         4.3411701918138164E+000         3.7495732585024726E+000         2.3001738742846101E+000         2.7284230421952413E+000         0.0000000000000000E+000            0.033079           -1.051103           -1.360088           -2.049402           -2.428522           -2.768135           -3.223009           -3.561287           -3.609349           -2.259933           -1.864130           -1.926157           -1.215710           -1.971299           -2.166935           -1.824368           -2.669271           -2.198949           -1.858266           -1.828282           -2.686811           -2.676555           -2.177475           -1.842022           -2.675328            2.000000
  544         8.1500000000000004E+000         4.3433228287970085E+000         4.3412061682104035E+000         3.7456997582818325E+000         2.2894128554401698E+000         2.7236936964878833E+000         0.0000000000000000E+000            0.033080           -0.997504           -1.320759           -2.028761           -2.415883           -2.762522           -3.228229           -3.575860           -3.625225           -2.244692           -1.838770           -1.903206           -1.170552           -1.948835           -2.150715           -1.799604           -2.662181           -2.182817           -1.833564           -1.802865           -2.679749           -2.669518           -2.161254           -1.817310           -2.668362            2.000000
  545         8.1500000000000004E+000         4.3433601993478561E+000         4.3412431602242139E+000         3.7418490886035558E+000         2.2790155815587760E+000         2.7186920306400939E+000         0.0000000000000000E+000            0.033080           -0.941062           -1.280019           -2.006890           -2.402410           -2.755656           -3.232376           -3.589488           -3.640220           -2.228297           -1.812063           -1.879098           -1.123783           -1.925114           -2.133387           -1.773648           -2.653865           -2.165568           -1.807689           -1.776274           -2.671464           -2.661283           -2.143921           -1.791426           -2.660172            2.000000
  546         8.1500000000000004E+000         4.3433989880812405E+000         4.3412815563369529E+000         3.7380302415111712E+000         2.2690913244855899E+000         2.7133447802373274E+000         0.0000000000000000E+000            0.033079           -0.880738           -1.237379           -1.983406           -2.387785           -2.747220           -3.235181           -3.601981           -3.654163           -2.210406           -1.783548           -1.853475           -1.074820           -1.899759           -2.114624           -1.746123           -2.644029           -2.146872           -1.780269           -1.748123           -2.661663           -2.651580           -2.125148           -1.763999           -2.650470            2.000000
  547         8.1500000000000004E+000         4.3434395034277937E+000         4.3413216627043276E+000         3.7342535573817810E+000         2.2597448825640134E+000         2.7075885393797865E+000         0.0000000000000000E+000            0.033079           -0.816967           -1.192967           -1.958324           -2.371229           -2.737250           -3.236474           -3.613106           -3.666790           -2.190997           -1.753300           -1.826345           -1.023840           -1.872798           -2.094398           -1.717047           -2.632743           -2.126703           -1.751322           -1.718400           -2.650420           -2.640510           -2.104907           -1.735046           -2.639344            2.000000
  548         8.1500000000000004E+000         4.3434832912091998E+000         4.3413650112063209E+000         3.7305543742643796E+000         2.2513451351796023E+000         2.7011959356866235E+000         0.0000000000000000E+000            0.033080           -0.750146           -1.146662           -1.931257           -2.352283           -2.725079           -3.235567           -3.622014           -3.677263           -2.169602           -1.720991           -1.797335           -0.970846           -1.843866           -2.072247           -1.686082           -2.619316           -2.104597           -1.720502           -1.686847           -2.637038           -2.627328           -2.082735           -1.704222           -2.626078            2.000000
  549         8.1500000000000004E+000         4.3435299065997501E+000         4.3414111620219433E+000         3.7269362611068830E+000         2.2438960775641195E+000         2.6941772053022857E+000         0.0000000000000000E+000            0.033239           -0.680793           -1.098682           -1.902348           -2.331192           -2.710672           -3.232502           -3.628690           -3.685557           -2.146315           -1.686603           -1.766568           -0.916116           -1.813087           -2.048257           -1.653342           -2.603680           -2.080645           -1.687943           -1.653639           -2.621441           -2.611913           -2.058722           -1.671659           -2.610578            2.000000
  550         8.1500000000000004E+000         4.3435804625760586E+000         4.3414612172427960E+000         3.7234226415941243E+000         2.2376655048084175E+000         2.6863583593181071E+000         0.0000000000000000E+000            0.033602           -0.609331           -1.048965           -1.871312           -2.307766           -2.693542           -3.226785           -3.632574           -3.691051           -2.120805           -1.650112           -1.733769           -0.859698           -1.780208           -2.022097           -1.618603           -2.585322           -2.054515           -1.653401           -1.618473           -2.603110           -2.593706           -2.032537           -1.637108           -2.592309            2.000000
  551         8.1500000000000004E+000         4.3436369065342895E+000         4.3415171065458500E+000         3.7200811212197338E+000         2.2332434519406315E+000         2.6774199797501339E+000         0.0000000000000000E+000            0.034022           -0.536634           -0.997517           -1.837673           -2.281494           -2.672842           -3.217380           -3.632384           -3.692440           -2.092458           -1.611282           -1.698510           -0.801805           -1.744824           -1.993162           -1.581530           -2.563396           -2.025604           -1.616445           -1.580962           -2.581191           -2.571821           -2.003575           -1.600149           -2.570408            2.000000
  552         8.1500000000000004E+000         4.3436958458454402E+000         4.3415754751909148E+000         3.7168696353081905E+000         2.2300708015289050E+000         2.6677525861948475E+000         0.0000000000000000E+000            0.035231           -0.462730           -0.944908           -1.802378           -2.253404           -2.649880           -3.205489           -3.629370           -3.691021           -2.062281           -1.570913           -1.661686           -0.742873           -1.707839           -1.962432           -1.542983           -2.539256           -1.994895           -1.577970           -1.541954           -2.557055           -2.547703           -1.972820           -1.561670           -2.546278            2.000000
  553         8.1500000000000004E+000         4.3437561849255228E+000         4.3416352408163146E+000         3.7137522863221530E+000         2.2277571068605826E+000         2.6576029257920006E+000         0.0000000000000000E+000            0.036238           -0.387904           -0.891493           -1.765903           -2.223929           -2.625482           -3.191842           -3.624414           -3.687670           -2.030800           -1.529444           -1.623756           -0.683210           -1.669710           -1.930436           -1.503363           -2.513767           -1.962914           -1.538493           -1.501840           -2.531580           -2.522311           -1.940796           -1.522205           -2.520830            2.000000
  554         8.1500000000000004E+000         4.3438178882093439E+000         4.3416963696557689E+000         3.7107156785801170E+000         2.2261422488519660E+000         2.6470775314817727E+000         0.0000000000000000E+000            0.037112           -0.312336           -0.837459           -1.728454           -2.193310           -2.599937           -3.176767           -3.617881           -3.682755           -1.998252           -1.487054           -1.584930           -0.622998           -1.630641           -1.897411           -1.462877           -2.487208           -1.929901           -1.498171           -1.460872           -2.505044           -2.495918           -1.907743           -1.481880           -2.494343            2.000000
  555         8.1500000000000004E+000         4.3438813215838943E+000         4.3417592255560731E+000         3.7077496050120660E+000         2.2251105192967913E+000         2.6362513199611688E+000         0.0000000000000000E+000            0.037818           -0.236194           -0.782945           -1.690166           -2.161711           -2.573452           -3.160501           -3.610041           -3.676544           -1.964800           -1.443864           -1.545359           -0.562378           -1.590769           -1.863524           -1.421670           -2.459775           -1.896019           -1.457125           -1.419204           -2.477643           -2.468715           -1.873825           -1.440831           -2.467009            2.000000
  556         8.1500000000000004E+000         4.3439466160117979E+000         4.3418239393221851E+000         3.7048114552072526E+000         2.2243017940681287E+000         2.6253139869330391E+000         0.0000000000000000E+000            0.038412           -0.159298           -0.728051           -1.651341           -2.129531           -2.546522           -3.143682           -3.601647           -3.669814           -1.930824           -1.400098           -1.505316           -0.501376           -1.550382           -1.829149           -1.379985           -2.431948           -1.861644           -1.415628           -1.377130           -2.449857           -2.441184           -1.839418           -1.399332           -2.439309            2.000000
  557         8.1500000000000004E+000         4.3440148356643569E+000         4.3418915667642732E+000         3.7018650852503465E+000         2.2233920278443460E+000         2.6144451087642384E+000         0.0000000000000000E+000            0.038906           -0.081499           -0.672891           -1.612256           -2.097136           -2.519609           -3.126890           -3.593347           -3.663274           -1.896673           -1.355967           -1.465075           -0.440037           -1.509724           -1.794633           -1.338059           -2.404174           -1.827124           -1.373937           -1.334869           -2.422134           -2.413775           -1.804868           -1.357637           -2.411692            2.000000
  558         8.1500000000000004E+000         4.3440871348827201E+000         4.3419632531329091E+000         3.6988623061228862E+000         2.2219398464176954E+000         2.6038934193363215E+000         0.0000000000000000E+000            0.039324           -0.002546           -0.617609           -1.573292           -2.065023           -2.493338           -3.110913           -3.586116           -3.657884           -1.862824           -1.311756           -1.424993           -0.378413           -1.469157           -1.760453           -1.296283           -2.377067           -1.792934           -1.332370           -1.292766           -2.395089           -2.387109           -1.770650           -1.316051           -2.384775            2.000000
  559         8.1500000000000004E+000         4.3441648082723665E+000         4.3420402821799717E+000         3.6957036686391498E+000         2.2189322891578214E+000         2.5942742122849394E+000         0.0000000000000000E+000            0.039667            0.078170           -0.562723           -1.535632           -2.034547           -2.468945           -3.097628           -3.582087           -3.655861           -1.830570           -1.268601           -1.386204           -0.316737           -1.429813           -1.727887           -1.255723           -2.351788           -1.760351           -1.291976           -1.251853           -2.369870           -2.362281           -1.738041           -1.275651           -2.359680            2.000000
  560         8.1500000000000004E+000         4.3442498596351147E+000         4.3421246385050010E+000         3.6923110141582156E+000         2.2131009225993559E+000         2.5865434871208937E+000         0.0000000000000000E+000            0.039939            0.160177           -0.509723           -1.501325           -2.007917           -2.448525           -3.089673           -3.584106           -3.660126           -1.802072           -1.228457           -1.350790           -0.256268           -1.393657           -1.699084           -1.218324           -2.330370           -1.731524           -1.254745           -1.214068           -2.348503           -2.341268           -1.709187           -1.238413           -2.338408            2.000000
