2455744.92652 16.758 0.008
2455746.89546 17.029 0.008
2455753.92952 16.600 0.007
2455756.88695 17.028 0.011
2455757.93092 17.052 0.010
2455762.83528 17.037 0.009
2455763.93739 16.578 0.008
2455764.85856 16.685 0.007
2455765.84225 16.831 0.008
2455766.85637 16.993 0.008
2455767.88897 16.938 0.008
2455768.88726 16.475 0.006
2455770.88820 16.862 0.007
2455776.88348 16.992 0.008
2455777.91389 16.968 0.008
2455782.87592 16.986 0.008
2455783.69205 16.992 0.009
2455785.75723 16.745 0.008
2455786.80494 16.929 0.008
2455787.80021 17.039 0.008
2455790.91854 16.886 0.008
2455793.82897 16.895 0.008
2455794.82100 16.623 0.007
2455795.83573 16.812 0.008
2455796.76983 16.915 0.009
2455798.84282 16.744 0.008
2455801.78332 16.929 0.008
2455802.77163 17.033 0.008
2455803.75700 16.935 0.008
2455804.83527 16.621 0.007
2455805.76581 16.720 0.007
2455806.77597 16.894 0.008
2455807.78801 17.028 0.008
2455809.76485 16.510 0.006
2455810.68293 16.653 0.007
2455811.66672 16.808 0.008
2455812.73155 17.005 0.008
2455813.73843 16.956 0.008
2455814.73839 16.471 0.007
2455815.78486 16.745 0.008
2455816.71562 16.835 0.008
2455817.73132 16.992 0.008
2455818.68397 17.023 0.008
2455819.73021 16.474 0.007
2455820.73082 16.701 0.007
2455822.71098 17.012 0.009
2455823.68513 17.032 0.008
2455824.71024 16.529 0.007
2455825.77293 16.736 0.007
2455826.69014 16.820 0.008
2455827.70502 16.980 0.008
2455828.70606 17.018 0.008
2455829.68679 16.758 0.007
2455830.68223 16.640 0.007
2455831.69483 16.817 0.007
2455832.65361 16.916 0.008
2455833.69046 17.033 0.008
2455835.65944 16.611 0.007
2455836.65274 16.763 0.007
2455837.64431 16.919 0.008
2455839.66152 17.053 0.008
2455840.70040 16.666 0.007
2455841.69863 16.806 0.008
2455842.72736 16.977 0.008
2455843.72152 16.994 0.008
2455844.68085 16.958 0.009
2455845.72035 16.666 0.008
2455846.66934 16.779 0.008
2455850.67167 16.614 0.007
2455851.68398 16.803 0.007
2455852.62187 16.893 0.008
2455853.70229 17.031 0.009
2455854.64238 17.043 0.008
2455855.74458 16.699 0.007
2455856.62390 16.736 0.007
2455857.61587 16.902 0.008
2455858.63525 17.039 0.008
2455860.62340 16.539 0.008
2455861.62005 16.762 0.008
2455862.60658 16.872 0.007
2455863.64440 17.048 0.008
2455864.56094 16.988 0.008
2455865.61438 16.516 0.007
2455866.59335 16.718 0.007
2455867.58179 16.852 0.007
2455868.62355 17.016 0.008
2455870.62460 16.506 0.006
2455871.56096 16.671 0.007
2455872.64011 16.912 0.008
2455873.59434 17.008 0.008
2455874.65378 17.078 0.012
2455875.64220 16.561 0.007
2455878.61056 17.054 0.011
2455881.61211 16.720 0.008
2455882.67627 16.927 0.008
2455887.59163 16.845 0.007
2455888.66463 17.031 0.008
2455889.61381 16.915 0.008
2455890.64129 16.531 0.007
2455891.60257 16.717 0.008
2455893.56882 16.988 0.008
2455894.56947 17.026 0.008
2455895.54111 16.918 0.008
2455896.56974 16.674 0.008
2455897.57910 16.845 0.008
2455898.57681 17.003 0.009
2455899.57568 17.043 0.009
2455900.57808 16.539 0.007
2455901.56056 16.706 0.008
2455902.57807 16.844 0.009
2455903.61314 17.036 0.009
2455904.59374 16.989 0.008
2455905.54716 16.906 0.009
2455906.57821 16.675 0.008
2455907.58991 16.850 0.008
2455909.57369 17.008 0.008
2455911.55145 16.661 0.008
2455913.58506 17.002 0.010
2455914.61681 16.934 0.008
2455915.58129 16.566 0.007
2455916.58429 16.684 0.007
2455917.58412 16.832 0.007
2455918.58042 16.990 0.008
2455922.62936 16.864 0.007
2455924.55458 17.050 0.008
2455925.61549 16.458 0.006
2455926.62885 16.753 0.008
2455929.58300 17.027 0.009
2455931.61080 16.693 0.008
2455932.58238 16.837 0.008
2455934.62949 16.925 0.008
2455935.59803 16.514 0.008
2455937.60313 16.831 0.008
2455938.56322 16.955 0.008
2455939.62508 16.954 0.009
2455940.62446 16.495 0.007
2455941.58133 16.686 0.008
2455942.59923 16.833 0.008
2455943.61864 17.034 0.009
2455944.61220 17.008 0.008
2455946.57857 16.671 0.007
2455947.60875 16.861 0.009
2455948.55624 16.942 0.008
2455950.55431 17.038 0.009
2455953.55227 16.955 0.008
2455954.59481 16.996 0.008
2455955.58058 16.742 0.007
2455958.55681 16.955 0.008
2455961.53916 16.600 0.007
2455964.54720 17.062 0.011
2455973.55894 16.946 0.008
2455984.52790 17.038 0.008
2456083.91395 17.025 0.009
2456084.88783 16.514 0.007
2456094.94345 16.622 0.008
2456100.90610 16.745 0.008
2456110.76316 16.560 0.008
2456115.93173 16.751 0.008
2456116.87217 16.855 0.007
2456125.92172 16.735 0.007
2456131.84675 16.785 0.006
2456135.89537 16.723 0.007
2456140.80806 16.613 0.008
2456151.82622 16.787 0.007
2456159.84427 16.724 0.007
2456169.74647 16.928 0.008
2456181.71020 16.676 0.007
2456183.71525 16.976 0.007
2456189.77091 16.965 0.008
2456195.79765 16.560 0.006
2456202.64113 16.773 0.008
2456207.76945 16.899 0.008
2456211.75416 16.708 0.007
2456211.78458 16.741 0.008
2456214.72476 17.025 0.008
2456216.73033 16.680 0.006
2456218.73289 16.992 0.008
2456219.74498 17.000 0.008
2456232.73935 16.833 0.008
2456234.75390 16.985 0.008
2456236.70888 16.641 0.007
2456239.65704 17.057 0.008
2456245.64406 17.022 0.008
2456248.53281 16.805 0.008
2456251.53343 16.966 0.008
2456254.54291 16.937 0.008
2456257.53787 16.643 0.008
2456262.55424 16.658 0.008
2456265.62797 16.930 0.007
2456270.59366 16.997 0.007
2456275.54948 17.044 0.008
2456283.55360 16.787 0.007
2456286.55450 16.927 0.008
2456290.59023 17.029 0.008
2456293.61192 16.858 0.008
2456296.60578 16.492 0.007
2456305.55569 17.017 0.008
2456454.94261 17.039 0.008
2456464.94919 17.034 0.010
2456465.90696 16.527 0.006
2456467.87784 16.861 0.009
2456483.87479 16.969 0.008
2456491.91004 16.727 0.007
2456497.88972 16.863 0.008
2456505.88032 16.468 0.006
2456511.83485 16.644 0.006
2456518.82288 16.948 0.007
2456522.70649 16.705 0.007
2456525.80119 17.066 0.009
2456531.77285 16.560 0.007
2456532.73189 16.726 0.007
2456533.75822 16.877 0.007
2456534.75940 17.021 0.007
2456537.75700 16.738 0.007
2456539.82242 17.023 0.006
2456543.74322 16.857 0.007
2456545.71365 16.975 0.007
2456548.67755 16.794 0.007
2456555.73725 16.962 0.008
2456558.75635 16.837 0.007
2456564.63271 16.910 0.007
2456569.68320 16.947 0.007
2456573.66985 16.795 0.006
2456577.71085 16.677 0.006
2456586.60505 16.932 0.008
2456593.59757 16.703 0.007
2456603.52882 16.653 0.008
2456608.61768 16.712 0.007
2456611.59714 16.982 0.008
2456614.56479 16.811 0.008
2456618.54344 16.664 0.007
2456624.53884 16.805 0.007
2456633.57358 16.657 0.007
2456639.57994 16.796 0.007
2456646.59330 16.999 0.008
2456653.53423 16.606 0.007
2456658.58543 16.674 0.007
2456666.53328 17.030 0.009
2456671.57054 17.024 0.010
2456683.54832 16.600 0.006
2456793.92834 16.900 0.009
2456795.88100 16.940 0.010
2456828.95058 16.930 0.010
2456834.90975 17.013 0.009
2456840.90279 16.945 0.009
2456847.89111 16.707 0.007
2456856.88647 16.479 0.006
2456864.85174 16.981 0.008
2456870.85093 17.009 0.008
2456874.82235 16.943 0.008
2456879.82422 16.962 0.010
2456883.78454 16.751 0.008
2456887.78977 16.569 0.007
2456890.81921 17.042 0.008
2456896.78618 17.053 0.009
2456906.78175 17.020 0.010
2456910.74734 17.032 0.010
2456919.70886 16.835 0.007
2456923.70790 16.691 0.008
2456927.72023 16.520 0.007
2456931.69275 17.025 0.008
2456937.67685 17.014 0.008
2456941.64321 17.062 0.012
2456944.66418 16.772 0.007
2456950.66027 16.919 0.008
2456953.66742 16.596 0.007
2456956.63237 17.026 0.008
2456961.70966 17.038 0.009
2456965.57502 16.854 0.008
2456969.61129 16.732 0.008
2456973.56680 16.599 0.008
2456977.58628 17.007 0.009
2456980.56414 16.836 0.008
2456984.59661 16.686 0.007
2456988.61993 16.477 0.007
2456994.57743 16.667 0.007
2456998.58077 16.545 0.008
2457001.64812 17.075 0.010
2457006.54985 16.970 0.009
2457011.57892 16.986 0.008
2457013.55795 16.951 0.009
2457017.55150 17.078 0.009
2457025.53341 16.789 0.009
2457029.55179 16.612 0.007
2457033.55642 17.012 0.009
2457039.55716 16.625 0.008
2457044.54766 16.616 0.007
2457190.94585 17.039 0.011
2457198.90525 16.749 0.008
2457204.88786 16.857 0.008
2457205.87358 16.992 0.009
2457210.90676 17.019 0.008
2457217.92866 16.552 0.007
2457224.88561 16.847 0.007
2457229.89269 16.856 0.008
2457235.85547 16.991 0.010
2457249.80211 16.768 0.007
2457253.83749 16.635 0.007
2457258.79989 16.594 0.006
2457262.80132 17.047 0.010
2457265.79945 16.906 0.008
2457268.81787 16.596 0.006
2457274.78049 16.742 0.007
2457277.79347 16.994 0.008
2457287.68746 17.065 0.009
2457293.73379 16.482 0.007
2457298.72085 16.573 0.008
2457306.71485 16.974 0.008
2457312.64942 17.057 0.008
2457317.63649 17.022 0.008
2457324.61313 16.483 0.007
2457334.58026 16.503 0.007
2457339.59823 16.456 0.006
2457344.61358 16.479 0.007
2457348.59980 16.992 0.009
2457354.62792 16.495 0.007
2457357.58937 16.976 0.008
2457361.57071 16.828 0.007
2457364.56979 16.702 0.007
2457367.60238 16.978 0.008
2457374.60228 16.488 0.007
2457378.55227 17.053 0.009
2457383.57844 17.023 0.008
2457387.60383 16.988 0.008
2457390.55772 16.634 0.008
2457396.55826 16.793 0.008
2457401.54793 16.787 0.008
2457404.55452 17.015 0.008
2457407.56631 16.929 0.008
2457415.52715 16.578 0.009
2457433.53815 17.004 0.008
2457557.93936 17.061 0.008
2457560.90753 16.910 0.009
2457576.93988 17.034 0.008
2457583.88963 16.487 0.007
2457587.92105 16.951 0.008
2457593.87338 16.481 0.007
2457601.85448 17.005 0.007
2457604.81987 16.638 0.006
2457611.81671 16.940 0.007
2457617.81999 17.034 0.007
2457621.77567 16.907 0.007
2457624.78980 16.604 0.007
2457629.80773 16.598 0.006
2457632.77641 17.044 0.007
2457636.78035 16.925 0.007
2457639.75674 16.475 0.005
2457646.73171 16.839 0.007
2457649.75651 16.476 0.006
2457652.71583 16.959 0.006
2457656.70134 16.794 0.006
2457659.70573 16.723 0.006
2457662.72420 16.983 0.007
2457666.67640 16.791 0.006
2457671.70103 16.800 0.006
2457681.72103 16.809 0.007
2457686.65239 16.773 0.007
2457690.68980 16.636 0.006
2457697.64786 16.903 0.007
2457700.60397 16.458 0.006
2457704.55828 17.031 0.009
2457708.58015 16.982 0.008
2457712.59659 16.856 0.007
2457716.60381 16.701 0.007
2457724.59095 16.987 0.007
2457734.59669 16.988 0.008
2457739.60971 16.985 0.007
2457744.53368 17.024 0.008
2457754.57508 17.020 0.007
2457758.57307 16.955 0.007
2457763.59511 16.966 0.008
2457767.55742 16.780 0.007
2457772.57637 16.782 0.007
2457923.94165 17.037 0.009
2457934.90816 16.506 0.006
2457944.87080 16.475 0.006
2457948.87981 16.973 0.007
2457952.91362 17.031 0.008
2457958.81338 17.049 0.007
2457960.93295 16.728 0.006
2457964.92853 16.512 0.006
2457971.85924 16.820 0.007
2457973.82308 17.023 0.010
2457980.78979 16.558 0.006
2457983.81701 17.024 0.007
2457986.77496 16.733 0.006
2457991.81365 16.772 0.006
2457994.77884 16.969 0.007
2458001.75391 16.688 0.007
2458004.74469 16.955 0.008
2458010.73301 16.486 0.006
2458017.78725 16.902 0.008
2458020.77475 16.476 0.005
2458027.65430 16.781 0.008
2458031.80339 16.753 0.009
2458034.73274 17.005 0.009
2458037.68078 16.813 0.007
2458040.78865 16.518 0.006
2458043.68037 16.927 0.007
2458046.62298 16.511 0.006
2458053.67573 16.930 0.007
2458057.64916 16.735 0.007
2458062.56450 16.658 0.007
2458064.56651 16.973 0.007
2458067.59473 16.681 0.006
2458071.56043 16.727 0.006
2458075.57362 17.033 0.008
2458080.56621 17.011 0.007
2458085.56974 17.014 0.008
2458090.59516 16.978 0.009
2458094.57810 16.960 0.007
2458103.54897 16.777 0.006
2458110.59359 17.004 0.008
2458115.58424 17.014 0.007
2458122.58095 16.632 0.006
2458132.60914 16.671 0.007
2458136.55851 17.045 0.008
2458140.57897 17.036 0.008
2458143.54551 16.748 0.007
2458285.92806 16.535 0.006
2458291.93501 16.755 0.006
2458306.89250 16.718 0.007
2458311.88855 16.694 0.006
2458312.90175 16.851 0.006
2458318.91453 17.036 0.008
2458328.82744 16.959 0.009
2458332.83594 16.799 0.007
2458335.85570 16.673 0.007
2458336.88583 16.658 0.006
2458340.82509 17.027 0.007
2458344.83482 17.018 0.007
2458347.77006 16.734 0.006
2458355.80500 17.018 0.007
2458358.79964 16.916 0.007
2458362.82013 16.765 0.007
2458366.85916 16.638 0.006
2458371.76377 16.488 0.005
2458376.73767 16.470 0.006
2458383.69075 16.808 0.007
2458385.72783 16.963 0.007
2458393.71539 16.816 0.006
2458406.65357 17.033 0.007
2458410.64905 17.010 0.007
2458415.60394 16.990 0.009
2458423.60030 16.687 0.006
2458427.58695 16.487 0.005
2458432.58367 16.521 0.006
2458436.53764 17.033 0.008
2458440.59067 16.968 0.007
2458444.64300 16.874 0.007
2458448.56343 16.593 0.005
2458451.56989 17.008 0.007
2458454.57488 16.823 0.007
2458457.61712 16.478 0.006
2458461.56795 17.035 0.007
2458465.57453 16.946 0.007
2458468.57309 16.628 0.006
2458474.57778 16.820 0.008
2458479.57739 16.791 0.006
2458487.55722 17.027 0.007
2458491.55643 17.027 0.007
2458496.57927 17.036 0.007
2458500.55736 16.940 0.007
2458504.57967 16.758 0.007
2458510.58499 16.948 0.007
2458516.57148 17.042 0.008
2458643.93397 16.924 0.007
2458650.93841 17.030 0.009
2458656.90184 16.487 0.006
2458663.91992 16.927 0.008
2458667.89204 16.697 0.007
2458669.89620 16.996 0.007
2458676.88312 16.460 0.005
2458683.87627 16.834 0.007
2458691.89914 16.457 0.005
2458695.84560 17.008 0.007
2458701.81946 17.055 0.007
2458705.80573 17.046 0.007
2458711.81312 17.021 0.010
2458715.79011 17.003 0.006
2458719.79876 16.908 0.007
2458723.76206 16.697 0.005
2458727.74568 16.461 0.005
2458734.72233 16.821 0.007
2458738.73074 16.683 0.007
2458741.71113 17.011 0.008
2458746.75928 16.941 0.007
2458750.70644 16.969 0.007
2458755.71109 16.956 0.007
2458759.66180 16.766 0.007
2458762.64748 17.003 0.007
2458764.65040 16.744 0.007
2458768.64360 16.541 0.007
2458772.70536 16.907 0.007
2458775.61903 16.846 0.007
2458780.59682 16.842 0.006
2458783.63854 16.490 0.005
2458786.59203 16.981 0.007
2458791.61412 16.992 0.007
2458794.56959 16.632 0.006
2458797.58436 16.978 0.007
2458800.62801 16.850 0.008
2458803.61284 16.463 0.006
2458806.60568 16.989 0.007
2458810.58460 16.806 0.006
2458816.56511 16.946 0.007
2458821.56455 16.947 0.007
2458824.56950 16.611 0.006
2458827.57208 16.997 0.008
2458831.56896 16.915 0.007
2458836.56912 16.938 0.007
2458840.57406 16.798 0.006
2458844.57117 16.624 0.005
2458848.60387 16.544 0.005
2458857.59016 17.021 0.009
2458862.60172 16.982 0.007
2458869.58462 16.643 0.006
2459800.81180 16.566 0.007
2459801.78256 16.688 0.007
2459805.85528 16.638 0.007
2459807.81284 16.887 0.006
2459816.81365 16.745 0.005
2459824.75618 16.932 0.006
2459829.70378 16.995 0.009
2459835.71814 16.636 0.006
2459841.80218 16.746 0.007
2459845.80060 16.510 0.005
2459854.66062 17.019 0.007
2459859.66387 17.013 0.007
2460112.93511 16.894 0.007
2460120.93303 16.539 0.007
2460124.91062 16.901 0.007
2460126.82276 16.628 0.007
2460128.85589 16.959 0.010
2460129.84252 17.005 0.011
2460132.92065 16.893 0.010
2460133.87264 16.975 0.008
2460136.89624 16.720 0.007
2460138.85875 16.956 0.007
2460139.88204 16.989 0.008
2460140.90170 16.464 0.006
2460141.89583 16.688 0.007
2460142.86420 16.821 0.007
2460145.84326 16.870 0.007
2460148.88042 16.983 0.008
2460149.87305 16.991 0.007
2460150.89479 16.478 0.007
2460151.88178 16.658 0.006
2460153.86180 16.958 0.007
2460154.78433 17.000 0.007
2460155.82652 17.021 0.008
2460156.83217 16.618 0.007
2460157.81524 16.748 0.007
2460158.85509 16.924 0.008
2460160.84768 16.900 0.007
2460161.85558 16.627 0.007
2460336.56877 17.037 0.009
2460342.55127 17.024 0.007
2460352.54648 16.975 0.007
